題號,分類狀態,待審,原答案,採計答案,釋疑,原卷PDF頁,原卷印刷頁,答案PDF頁,釋疑PDF頁,原圖,原圖SHA256,主條目ID,主分類,次條目ID,次分類,主分類理由,次分類理由,科學說明,課本印刷頁,課本PDF頁,覆核者,覆核紀錄
TCU-109-Q11,FORMAL,False,D,D,109年度釋疑維持D,3,3,1,3,questions/Q11.png,4c324c5d6aee57e257d832c76e68cb954b2b163daad382cb535b01b0d9059160,L0843,13.3 / A Comparison of Mitosis and Meiosis,"L0770,L0789",12.2 / Phases of the Cell Cycle ; 12.3 / The Cell Cycle Control System,13.3 / A Comparison of Mitosis and Meiosis：題目比較有絲分裂與減數分裂的染色體套數及重組結果。,12.2 / Phases of the Cell Cycle：G1、S、G2的物質合成與DNA複製支援A、B選項核查；12.3 / The Cell Cycle Control System：G0及生長因子與檢查點支援C選項限制。,官方D，釋疑PDF3維持。減數分裂同源染色體非姊妹染色分體互換可改變等位基因組合，應與肉眼可見的染色體結構異常區分；有絲分裂通常保持套數。釋疑稱有絲分裂不改套數，但原D本已如此寫，理由與原選項並未完全對應。C把有無生長因子當成是否進G0的唯一條件也過度簡化；A的RNA與蛋白質結合不是G1的充分定義；釋疑則以轉錄、轉譯需要RNA與蛋白質結合來解釋此用語。採計與題文限制並存，並非因D獲採計就宣稱其他句無誤。,"237,238,244,245,246,247,262,263,264","286,287,293,294,295,296,311,312,313",Codex /root,TCU-109-R2-Q11
TCU-109-Q12,FORMAL,False,D,D,未列本輪取得的109年度生物釋疑PDF2–4；依同年答案，不宣稱沒有其他未取得公告,3,3,1,,questions/Q12.png,07108477aa06cf393b8515b6f8d9227295fd1d8edc7594ef710aa848d811e09e,L0598,9.5 / Comparing Fermentation with Anaerobic and Aerobic Respiration,"L0575,L0585",9.3 / The Citric Acid Cycle ; 9.4 / Chemiosmosis: The Energy-Coupling Mechanism,9.5 / Comparing Fermentation with Anaerobic and Aerobic Respiration：呼吸與發酵的共有途徑為糖解，藉對照兩者能量代謝排除錯誤敘述。,9.3 / The Citric Acid Cycle：檸檬酸循環不是發酵必經步驟；9.4 / Chemiosmosis: The Energy-Coupling Mechanism：氧化磷酸化與發酵的ATP來源不同。,採D。發酵藉還原有機分子再生NAD+，其ATP來自糖解的受質層次磷酸化；不能說發酵與細胞呼吸均經檸檬酸循環。呼吸的氧化磷酸化與糖解可並存。,"170,171,172,174,175,179,180,181","219,220,221,223,224,228,229,230",Codex /root,TCU-109-R2-Q12
TCU-109-Q13,FORMAL,False,C,C,109年度釋疑維持C,4,4,1,3,questions/Q13.png,c82b3648a44643cf9ed554156cef97de65ea3c05c3b527f27db9003d71f12372,L1241,20.1 / Amplifying DNA: The Polymerase Chain Reaction (PCR) and Its Use in DNA Cloning,L1251,20.2 / Analyzing Gene Expression,20.1 / Amplifying DNA: The Polymerase Chain Reaction (PCR) and Its Use in DNA Cloning：RNA病毒的RT-PCR檢驗須先逆轉錄，再以DNA聚合酶、DNA引子和dNTP擴增DNA。,20.2 / Analyzing Gene Expression：以逆轉錄取得cDNA是教材分析RNA表現的方法，可用於本題RNA模板前處理。,採C，釋疑PDF3維持。反應需適當緩衝液、DNA引子、dNTP、逆轉錄酵素及耐熱DNA聚合酶；用RNA引子或把NTP當DNA延伸原料不符合一般RT-PCR。單管可同時含逆轉錄及PCR成分，不能以PCR字樣排除逆轉錄需求；檢驗目標是RNA病毒，不直接把RNA當Taq的標準DNA模板。,"420,421,422,423,424","469,470,471,472,473",Codex /root,TCU-109-R2-Q13
TCU-109-Q14,FORMAL,False,C,C,109年度釋疑維持C,4,4,1,3,questions/Q14.png,2422acb8669bdac3b745451cb0ab3fd7f0f5f493c29fa85f248a23dbdce4c313,L0323,6.2 / Comparing Prokaryotic and Eukaryotic Cells,L1709,27.1 / Cell-Surface Structures,6.2 / Comparing Prokaryotic and Eukaryotic Cells：過濾去菌首先要比較細菌尺寸與濾孔尺寸，分類採細胞的尺度差異。,27.1 / Cell-Surface Structures：細菌的細胞外層與完整細胞尺寸提供被物理截留的對象，並非依細胞壁是否可溶判斷。,採C，釋疑PDF3維持。0.22µm等於220nm，是本題便利經濟的去菌孔徑；0.22nm與22nm遠小於一般細菌所需截留尺度，22µm則太大。FDA培養基實驗方法確有0.22µm過濾步驟；不把此孔徑宣稱能去除全部病毒、毒素或所有微生物。釋疑對奈米濾膜離子截留的概括受膜性質影響，不能當成所有膜的普遍性質。,"97,98,574,575","146,147,623,624",Codex /root,TCU-109-R2-Q14
TCU-109-Q15,FORMAL,False,B,B,未列本輪取得的109年度生物釋疑PDF2–4；依同年答案，不宣稱沒有其他未取得公告,4,4,1,,questions/Q15.png,e3af6f6bb8b6d8ce2ee32310411b03dfdf852edb262dbc3082f88b6bf9b72d80,L1019,16.2 / Replicating the Ends of DNA Molecules,,,16.2 / Replicating the Ends of DNA Molecules：端粒縮短及端粒酶補足染色體末端，是判斷錯誤敘述的直接內容。,無另列最小次條目；B與教材作用方向相反，C生殖及癌細胞可有端粒酶；D實驗證據強度另列。單一末端複製目足夠，沒有臆增醫學次章。,採B。端粒酶延伸端粒，並非專門把端粒降解；端粒保護末端，複製末端問題可使其縮短。D的生活方式研究只支持特定小樣本條件下端粒酶活性上升的關聯，不能由此保證延緩人體老化；保留題目宣稱與實證強度的差異。,"328,329","377,378",Codex /root,TCU-109-R2-Q15
TCU-109-Q16,FORMAL,False,A,A,109年度釋疑維持A,4,4,1,3,questions/Q16.png,7d2259ec6c34d7c1045167790d8dcc4d9fb465ca50508b51b0465e57e1a688aa,L3551,53.3 / The Logistic Growth Model,L1718,27.1 / Reproduction,53.3 / The Logistic Growth Model：有限營養使族群增長不能持續指數上升，圖形判讀對應邏輯斯增長模型。,27.1 / Reproduction：細菌分裂繁殖及資源限制提供培養情境，不能將細菌本身歸類取代族群曲線原理。,採A，釋疑PDF3維持。題設理想溫度培養一天，封閉培養可先適應、再增長，資源限制後達平台並可衰退；A最接近。教材邏輯斯模型描述接近環境容納量的增長，真實批次培養的遲滯、穩定與死亡期不必是精確數學S曲線，不由未標數值的原圖推造天數或菌數。,"577,578,1196,1197,1198,1199","626,627,1245,1246,1247,1248",Codex /root,TCU-109-R2-Q16
TCU-109-Q17,FORMAL,False,C,C,未列本輪取得的109年度生物釋疑PDF2–4；依同年答案，不宣稱沒有其他未取得公告,4,4,1,,questions/Q17.png,da7c219d8dbefa06e5effcf6a4990c1ffd49b0a9415ddc37ec4fd10802dcaf37,L0895,14.3 / Extending Mendelian Genetics for Two or More Genes,,,14.3 / Extending Mendelian Genetics for Two or More Genes：上位作用是不同基因座間的表型遮蔽，不是同一基因座的顯隱性。,無另列最小次條目；獨立遺傳兩基因座影響表型是C上位作用；A、B同座位顯性及D多效性排除。TOC無獨立Epistasis葉項，採實際兩基因以上最小條目。,採C。Epistasis指一個基因影響另一基因的表型表現；同一座位等位基因間的完全顯性與單一基因多效性都不是相同概念。,"281,282","330,331",Codex /root,TCU-109-R2-Q17
TCU-109-Q18,FORMAL,False,D,D,未列本輪取得的109年度生物釋疑PDF2–4；依同年答案，不宣稱沒有其他未取得公告,5,5,1,,questions/Q18.png,9b7ad3fa8f0e677629794c501a4ecd9e519128970ea8eab48c2bebf0cdabd5e6,L1445,23.2 / The Hardy-Weinberg Equation,,,23.2 / The Hardy-Weinberg Equation：判斷Hardy–Weinberg平衡的整組假設，不能把五項同時滿足改成任一項。,無另列最小次條目；D的至少一項不夠；A的無演化限受分析座位。只有平衡方程式最小條目即可涵蓋，沒有為每條件另增泛化章。,採D。理想條件包括無突變、隨機交配、無自然選擇、極大族群及無基因流；只滿足至少一項不保證平衡。平衡針對分析的基因座，不意味整個基因組每個座位都無演化。,"490,491,492,493","539,540,541,542",Codex /root,TCU-109-R2-Q18
TCU-109-Q19,FORMAL,False,A,A,未列本輪取得的109年度生物釋疑PDF2–4；依同年答案，不宣稱沒有其他未取得公告,5,5,1,,questions/Q19.png,c7c452514b9fed9c5474ca26c7a9a8753a82813e98b78ae5426e498cd8186189,L1445,23.2 / The Hardy-Weinberg Equation,L1442,23.2 / Gene Pools and Allele Frequencies,23.2 / The Hardy-Weinberg Equation：由隱性表型比例解出等位基因頻率，再算異型合子比例。,23.2 / Gene Pools and Allele Frequencies：區分表型比例、基因型比例與基因庫的等位基因頻率。,採A。rr=36/100=q²=0.36，故q=0.6、p=0.4，Rr=2pq=0.48，100株中預期48株異型合子；原題要求的R頻率與Rr頻率依序為0.4、0.48；不能把36%直接當q，也不能以顯性表型64%當p。,"490,491,492,493","539,540,541,542",Codex /root,TCU-109-R2-Q19
TCU-109-Q20,FORMAL,False,B,B,未列本輪取得的109年度生物釋疑PDF2–4；依同年答案，不宣稱沒有其他未取得公告,5,5,1,,questions/Q20.png,a8492e2ae16735153d0819949b8039221f2fe4e40490fa3fd306c1bd4419a12d,L0840,13.3 / Crossing Over and Synapsis During Prophase I,L0837,13.3 / The Stages of Meiosis,13.3 / Crossing Over and Synapsis During Prophase I：完整互換圖顯示減數第一次分裂前期I的同源非姊妹染色分體交換。,13.3 / The Stages of Meiosis：在減數分裂階段中定位聯會及互換，排除第二次分裂等階段。,採B。圖的同源染色體配對及片段交換對應前期I；姊妹染色分體分離是後期II，與圖示重組事件不同。,"259,260,261,262,263","308,309,310,311,312",Codex /root,TCU-109-R2-Q20
TCU-109-Q21,FORMAL,False,C,C,未列本輪取得的109年度生物釋疑PDF2–4；依同年答案，不宣稱沒有其他未取得公告,5,5,1,,questions/Q21.png,5b0d01715ca55ae414c3d70fd3cf99aeb1171bab5aaa654e4f39e924e77cb3fa,L1254,20.2 / Determining Gene Function,L1136,18.3 / Effects on mRNAs by MicroRNAs and Small Interfering RNAs,20.2 / Determining Gene Function：由各方法對基因功能的實驗用途判斷CRISPR/Cas9被錯述為直接使目標基因大量表現。,18.3 / Effects on mRNAs by MicroRNAs and Small Interfering RNAs：miRNA及siRNA透過序列配對降低mRNA表現，與antisense的抑制用途比較。,採C。標準CRISPR/Cas9以引導RNA定位並切割DNA，可用於破壞或編輯基因；不是Cas9加入就大量表現目標基因。改造dCas9融合活化域可做CRISPRa，屬不同配置，不能拿來替原選項無條件背書。miRNA、siRNA及反義RNA可影響RNA穩定性或翻譯，但具體機制不完全相同。,"379,380,426,427","428,429,475,476",Codex /root,TCU-109-R2-Q21
TCU-109-Q22,FORMAL,False,A,A,未列本輪取得的109年度生物釋疑PDF2–4；依同年答案，不宣稱沒有其他未取得公告,5,5,1,,questions/Q22.png,825d91d4ea3615a354ac5c8229a04aeded2246bea07240a0dffcb64039042d30,L1123,18.2 / Regulation of Chromatin Structure,,,18.2 / Regulation of Chromatin Structure：表觀遺傳著重染色質修飾與表現狀態，而非DNA鹼基序列改變。,無另列最小次條目；A將序列改變作定義不成立；B、C修飾及D可能跨代須保留條件。直接選染色質調節，沒有另增突變主目。,採A。DNA甲基化、組蛋白修飾等可改變基因表現而不更改核苷酸序列；某些狀態可跨細胞分裂或在特定情況跨世代延續，不能說每種表觀修飾均永久遺傳。,"371,372,373","420,421,422",Codex /root,TCU-109-R2-Q22
TCU-109-Q23,FORMAL,False,C,C,未列本輪取得的109年度生物釋疑PDF2–4；依同年答案，不宣稱沒有其他未取得公告,5,5,1,,questions/Q23.png,545ba1d73ae17171a4bc3ab7dc28e39cc656dd889e94c15cfce0ac2d48e998a6,L1636,26.1 / What We Can and Cannot Learn from Phylogenetic Trees,,,26.1 / What We Can and Cannot Learn from Phylogenetic Trees：四幅演化樹須比較共同祖先及分支拓樸，不以左右順序認定差異。,無另列最小次條目；重畫根後群集：A/B/D含DE、CDE、BCDE；C含DE、BC、BCDE。僅C多BC且無CDE，完整樹圖底端均保留。,"採C。A、B、D旋轉節點後均可寫為(A,(B,(C,(D,E))))；C為(A,((B,C),(D,E)))，多出B與C互為姊妹群的關係。判定依根與分支點，圖上相鄰距離或枝條角度不是親緣遠近量尺。","555,556,557","604,605,606",Codex /root,TCU-109-R2-Q23
TCU-109-Q24,FORMAL,False,C,C,未列本輪取得的109年度生物釋疑PDF2–4；依同年答案，不宣稱沒有其他未取得公告,6,6,1,,questions/Q24.png,4628767c213d59f1f04135c263e6b2583ae23727b205ec71ae8908d96a23017c,L1488,24.1 / The Biological Species Concept,L1627,26.1 / Binomial Nomenclature,24.1 / The Biological Species Concept：題幹以可產生可育後代與生殖隔離來區分狼、狗及馬驢。,26.1 / Binomial Nomenclature：學名的屬名、種名及亞種名對應Canis lupus familiaris的三名結構。,採C，依題目採用的分類把家犬列Canis lupus familiaris。狼與犬可產生可育後代符合題設同種判斷；馬驢的雜種通常不育是受精後隔離例子。此處依題目物種概念與命名慣例，不把單次可雜交視作所有生物物種劃分的充分必要條件。,"507,508,509,554,555","556,557,558,603,604",Codex /root,TCU-109-R2-Q24
TCU-109-Q25,FORMAL,False,B,B,未列本輪取得的109年度生物釋疑PDF2–4；依同年答案，不宣稱沒有其他未取得公告,6,6,1,,questions/Q25.png,ebbc5cd8480605bbc1479016d2627bbfb00507cd5ca44413768775972b073ba0,L1966,31.1 / Nutrition and Ecology,,,31.1 / Nutrition and Ecology：冬蟲夏草涉及真菌以昆蟲為宿主取得養分，屬真菌營養與寄生生態。,無另列最小次條目；B為昆蟲被真菌寄生，原圖A/C/D三種共生比較已全讀；選31.1營養生態，p669正文標題沒有冒充TOC條目。,採B。冬蟲夏草是真菌寄生昆蟲形成的複合體，不是昆蟲與真菌的互利或片利共生，更非昆蟲與植物互利。Campbell p655、669提供真菌吸收營養及寄生原理；Ophiocordyceps sinensis侵入Thitarodes幼蟲的專名關係由具名原始研究補足。p669正文Fungi as Parasites沒有列入本地實際目錄，不冒充最小目錄條目。,"655,656,667,668,669","704,705,716,717,718",Codex /root,TCU-109-R2-Q25
TCU-109-Q26,FORMAL,False,D,D,未列本輪取得的109年度生物釋疑PDF2–4；依同年答案，不宣稱沒有其他未取得公告,6,6,1,,questions/Q26.png,9f07a7db5315dafce2f3f82b985a62d4eaf6bfbc00d75ab3e7c9ddd688d06faf,L0323,6.2 / Comparing Prokaryotic and Eukaryotic Cells,L0381,6.6 / Components of the Cytoskeleton,6.2 / Comparing Prokaryotic and Eukaryotic Cells：粒線體指出真核組織，細胞壁本身不足以把該細胞判成原核。,6.6 / Components of the Cytoskeleton：纖毛的微管結構及運動功能解釋游動能力選項。,採D。粒線體是膜包覆胞器，支持真核細胞；具有細胞壁的真核生物仍可能存在，不能據壁判細菌。纖毛可提供運動，且不同於細菌旗毛的構造。,"97,98,113,114,115,116","146,147,162,163,164,165",Codex /root,TCU-109-R2-Q26
TCU-109-Q27,FORMAL,False,B,B,未列本輪取得的109年度生物釋疑PDF2–4；依同年答案，不宣稱沒有其他未取得公告,6,6,1,,questions/Q27.png,7693a4f708dab8cd2d0a6b68d13be0a301409a6ab51040f1101544a9dacf61d3,L0653,10.3 / A Photosystem: A Reaction-Center Complex Associated with Light-Harvesting Complexes,"L0631,L0656",10.2 / Chloroplasts: The Sites of Photosynthesis in Plants ; 10.3 / Linear Electron Flow,10.3 / A Photosystem: A Reaction-Center Complex Associated with Light-Harvesting Complexes：圖中光合色素與光系統位於類囊體膜，定位是錯誤選項的關鍵。,10.2 / Chloroplasts: The Sites of Photosynthesis in Plants：葉綠體基質、膜與類囊體構造支援圖上位置；10.3 / Linear Electron Flow：水分解釋出氧及質子支援腔內側反應。,採B。葉綠素與光系統嵌於類囊體膜，不位於葉綠體外膜；澱粉可累積於基質。PSII的水氧化在類囊體腔側釋出O2及H+；不要把C選項的產氧位置誤當Calvin循環產氧。,"189,190,191,195,196,197,198","238,239,240,244,245,246,247",Codex /root,TCU-109-R2-Q27
TCU-109-Q28,FORMAL,False,A,A,未列本輪取得的109年度生物釋疑PDF2–4；依同年答案，不宣稱沒有其他未取得公告,6,6,1,,questions/Q28.png,394e66cbe75328db792011a951b771b0292951a32551cb87e44a80943276d6da,L1932,30.2 / Gymnosperm Diversity,,,30.2 / Gymnosperm Diversity：扇形落葉、裸露種子等線索對應裸子植物的銀杏類群。,無另列最小次條目；題幹已給銀杏，A為裸子植物，修正首稿答案標籤。平行葉脈原文及二歧文獻差異保留，主30.2多樣性。,採A裸子植物；題幹已明示銀杏。Campbell p642明列Ginkgo biloba扇形秋黃葉及具肉質外層的種子。原題稱平行葉脈不夠準確，銀杏具有反覆二歧分叉的葉脈；保留原文並以植物形態原始文獻補充，不改寫題幹後再宣稱無差異。,"641,642,643","690,691,692",Codex /root,TCU-109-R2-Q28
TCU-109-Q29,FORMAL,False,C,C,未列本輪取得的109年度生物釋疑PDF2–4；依同年答案，不宣稱沒有其他未取得公告,6,6,1,,questions/Q29.png,4a4fcc02273a0a7c25b0840f6e92c1b331455c6405d5d3bd27aef3c6027f4120,L2397,36.4 / Stimuli for Stomatal Opening and Closing,L0673,10.5 / Photorespiration: An Evolutionary Relic?,36.4 / Stimuli for Stomatal Opening and Closing：失水導致氣孔關閉，限制CO2進入，是題目問光合作用降低的主要近因。,10.5 / Photorespiration: An Evolutionary Relic?：CO2下降與光呼吸及碳固定效率的關係支援代謝端解釋。,採C。存活葉片因缺水萎凋而關氣孔，CO2供應下降；A不能接受藍光與B的CO2積累抑制光解均非此題通常近因；D的高溶質效應須視失水程度，不能概括所有萎凋。原題枯萎一詞若指不可逆死亡還伴隨其他代謝損傷，本解釋依可調節的水分逆境情境。,"203,204,797,798","252,253,846,847",Codex /root,TCU-109-R2-Q29
