題號,分類狀態,待審,原答案,採計答案,釋疑,本地原卷PDF頁,官方混科卷生物PDF頁,原卷印刷頁,答案PDF頁,釋疑PDF頁,原圖,原圖SHA256,主條目ID,主分類,次條目ID,次分類,主分類理由,次分類理由,科學說明,課本印刷頁,課本PDF頁,覆核者,覆核紀錄
ISU-113-Q11,FORMAL,False,D,D,未列於本輪取得113生物釋疑PDF3下方至5；依同年度答案PDF1最下方生物表採計,28,28,2,1,,questions/Q11.png,52cd831f7fefb412c05e889d1822db055430a1a6c0c0fb7dfe26163a0a8bd2ab,L0961,15.3 / Mapping the Distance Between Genes Using Recombination Data: Scientific Inquiry,,,15.3 / Mapping the Distance Between Genes Using Recombination Data: Scientific Inquiry：以兩點重組資料重建相對基因位置，為連鎖圖譜。,無另列最小次條目；在A=0、B=7下，由AC29與BC22固定C=29，再由AD25與BD32固定D=−25；五距離一致，除鏡像外位置確定。圖距與觀測重組率分開，主連鎖圖譜無分類疑義。,D，順序D–A–B–C，反向等價。令A=0、B=7、C=29、D=−25，五個給定距離皆吻合。這是題目線性圖距模型，不能將D至C的54圖距直接當作54%可觀測重組率；遠距離重組有多次互換限制。,"305,306,307","354,355,356",Codex /root,ISU-113-R2-Q11
ISU-113-Q12,FORMAL,False,D,D,未列於本輪取得113生物釋疑PDF3下方至5；依同年度答案PDF1最下方生物表採計,28,28,2,1,,questions/Q12.png,2feaf3b5cfa887610d10d53932a19141b7f9ea76314bb4511878ae3841410be4,L1019,16.2 / Replicating the Ends of DNA Molecules,,,16.2 / Replicating the Ends of DNA Molecules：端粒與端粒酶解決線性DNA末端複製問題。,無另列最小次條目；Nobel官方RNA模板證據補足本地端粒末端延長原理。反應產物為DNA而模板為RNA，D错誤確定；不把端粒病與所有衰老直接劃等號。,D錯在「自身攜帶的DNA模板」，應為RNA模板，蛋白組件催化DNA延長。人類TTAGGG與不同物種端粒序列須分開；端粒縮短與衰老相關不等於能單憑端粒長度精確決定個體壽命。,"328,329","377,378",Codex /root,ISU-113-R2-Q12
ISU-113-Q13,FORMAL,False,B,B,未列於本輪取得113生物釋疑PDF3下方至5；依同年度答案PDF1最下方生物表採計,28,28,2,1,,questions/Q13.png,7b8f0d926b9d1809c30169f0c75a47d8e0c6db57adbe0446e7d59f86bff95177,L2899,43.3 / B Cells and Antibodies: A Response to Extracellular Pathogens,,,43.3 / B Cells and Antibodies: A Response to Extracellular Pathogens：抗體同型的位置、抗原結合數與防禦功能屬B細胞抗體反應。,無另列最小次條目；本地966辨認IgA黏膜及分泌IgM結構，B錯誤明確。IgM膜型與分泌型界線寫入，不再沿用前年度題目的IgD採計問題。,B。黏膜主要為IgA，IgG是血中主要類型，IgE參與多細胞寄生蟲反應；分泌型五聚體IgM通常有10個抗原結合位。最後一項不應外推成B細胞膜上單體IgM也有10位；本地966的IgD概述不需擴寫成任何IgD都不可能分泌。,"964,965,966","1013,1014,1015",Codex /root,ISU-113-R2-Q13
ISU-113-Q14,FORMAL,False,B,B,未列於本輪取得113生物釋疑PDF3下方至5；依同年度答案PDF1最下方生物表採計,28,28,2,1,,questions/Q14.png,f7b9eae11f8899c7edbcb4d755d86c971c9cada8ea734634ce315bff7c1dfd87,L2924,"43.4 / Exaggerated, Self-Directed, and Diminished Immune Responses",,,"43.4 / Exaggerated, Self-Directed, and Diminished Immune Responses：辨識自體免疫病及自體標的，主列失調與自我導向免疫反應。",無另列最小次條目；重新看完整Q14，D確寫針對RF產生抗體；原始研究RF定義否定這種單因敘述。本題未列取得釋疑，採計仍B，來源衝突明記。主自體免疫條目即使有兩處題文問題仍可確定。,官方B：胰島β細胞自體免疫對應第一型，而非題寫第二型糖尿病。另保留D的科學問題：類風濕因子RF本身是針對IgG等的自體抗體，不能簡化成「針對類風溼性因子產生抗體」就造成RA。MS與第一型糖尿病也不能概括成只有抗體介導。未取得本題改答案公告，科學差異不擅改官方採計。,"970,971","1019,1020",Codex /root,ISU-113-R2-Q14
ISU-113-Q15,FORMAL,False,A,A,未列於本輪取得113生物釋疑PDF3下方至5；依同年度答案PDF1最下方生物表採計,28,28,2,1,,questions/Q15.png,e46b55ae2653d099f34550785f2d92ecf2778b60b3fbbd7d6967045b40db736a,L2987,44.5 / Homeostatic Regulation of the Kidney,,,44.5 / Homeostatic Regulation of the Kidney：腎素啟動RAAS以調整體液量及血壓，屬腎功能恆定調節。,無另列最小次條目；核對RAAS及低管腔NaCl研究，按題設典型失鹽訊號選A；原題省略部位不得補成唯一血鈉機制。分類為腎恆定，無需另加一般神經傳導次章。,A。在低NaCl到達緻密斑或失鹽低容量的題設下腎素增加；交感活動下降、腎灌流壓升高通常反向。原文「鈉離子量減少」未交代位置與容量，保留這個限定，不能直接等同任何低血鈉都提高腎素。,"994,995,996","1043,1044,1045",Codex /root,ISU-113-R2-Q15
ISU-113-Q16,FORMAL,False,D,D,未列於本輪取得113生物釋疑PDF3下方至5；依同年度答案PDF1最下方生物表採計,28,28,2,1,,questions/Q16.png,2d2683a14a93b96d614a9e6d52c666c7e08a30f7cc89abc9e2c7cd57d5a898e6,L3381,50.5 / Vertebrate Skeletal Muscle,L0504,8.3 / The Structure and Hydrolysis of ATP,50.5 / Vertebrate Skeletal Muscle：屍僵由肌絲交叉橋無法解離造成，核心是骨骼肌收縮機制。,8.3 / The Structure and Hydrolysis of ATP：ATP結合／水解提供肌球蛋白循環所需能量及構形變化。,D。ATP不足使肌球蛋白難以自肌動蛋白解離，Ca調控與回收亦受影響；不是「缺少鈣」導致收縮卡住，也不是乳酸或肝醣缺乏本身作直接交叉橋原因。ATP結合促解離，水解使頭部再活化，兩步不能混為一談。,"150,151,1126,1127,1128","199,200,1175,1176,1177",Codex /root,ISU-113-R2-Q16
ISU-113-Q17,FORMAL,False,B,B,未列於本輪取得113生物釋疑PDF3下方至5；依同年度答案PDF1最下方生物表採計,29,29,3,1,,questions/Q17.png,49e769c78b59def7e0a8a981024380a6690be19b25ee0a1fe42aaeca18bf48ac,L2917,43.3 / Immune Rejection,L2889,43.2 / B Cell and T Cell Development,43.3 / Immune Rejection：母胎Rh抗原不相容與抗體攻擊異體紅血球，對應免疫排斥。,43.2 / B Cell and T Cell Development：前次致敏、再次應答增強需保留B/T細胞發展條目內免疫記憶。,B為一般教科書情境：Rh陰性母親先致敏，後續Rh陽性胎兒可受跨胎盤IgG影響。不是第二胎必發，既往輸血、流產或早期母胎出血可使第一個活產胎兒受影響；已有預防措施也會改變風險。本地969–970提供血型排斥原理，Rh細節另依NCBI教材，沒有把ABO段落冒稱Rh原文。,"960,961,962,969,970","1009,1010,1011,1018,1019",Codex /root,ISU-113-R2-Q17
ISU-113-Q18,FORMAL,False,B,B,未列於本輪取得113生物釋疑PDF3下方至5；依同年度答案PDF1最下方生物表採計,29,29,3,1,,questions/Q18.png,8e701887f28a4c21674183fb0e26f54b8891105d776b302a2854b60efe6b7713,L3251,49.2 / The vertebrate brain is regionally specialized,,,49.2 / The vertebrate brain is regionally specialized：四項皆為腦區與功能，最小實際目錄為Concept49.2；腦幹／下視丘正文在更細的Arousal and Sleep之前，不能虛構腦區子目。,無另列最小次條目；實看PDF48目錄，49.2下面最早葉項從1094睡眠開始；1091–1093各腦區為Concept正文，因此真實Concept49.2是本題最小可用目錄，B功能屬下視丘。,B。體溫、飢餓與口渴主要由下視丘調控，延腦偏基本自律功能；小腦協調動作平衡，胼胝體連接兩側皮質，邊緣迴路參與情緒及記憶。Q18採真實Concept49.2，是因沒有符合本題的更小目錄條目，而非省略可用葉節點。,"1091,1092,1093","1140,1141,1142",Codex /root,ISU-113-R2-Q18
ISU-113-Q19,FORMAL,False,C,C,未列於本輪取得113生物釋疑PDF3下方至5；依同年度答案PDF1最下方生物表採計,29,29,3,1,,questions/Q19.png,3aa02f341557bbd1cd3a62e1414bbfada977bafdac4c706ced2e3166152993ef,L3255,49.2 / Arousal and Sleep,,,49.2 / Arousal and Sleep：清醒與睡眠EEG型態比較屬覺醒與睡眠。,無另列最小次條目；原圖EGG保存並註正EEG；閉眼alpha使用Barry原始摘要補充，本地49.2覺醒睡眠最貼近，採C。不聲稱每位受試者或所有清醒條件均同。,C。閉眼放鬆清醒較典型呈alpha活動，與深慢波睡眠及專注活動不同；原題把EEG印成EGG，原圖及文字原樣保留。Campbell提供腦波與睡眠基礎，閉眼alpha另用原始EEG研究補足，不由教材一般清醒圖直接捏造alpha頻帶標示。,"1093,1094,1095","1142,1143,1144",Codex /root,ISU-113-R2-Q19
ISU-113-Q20,FORMAL,False,C,C,未列於本輪取得113生物釋疑PDF3下方至5；依同年度答案PDF1最下方生物表採計,29,29,3,1,,questions/Q20.png,5079c461142e43b6101a2317b7175f0711e73a279dbf7d102b690dd0e7396b32,L0504,8.3 / The Structure and Hydrolysis of ATP,L0507,8.3 / How ATP Provides Energy That Performs Work,8.3 / The Structure and Hydrolysis of ATP：題目直接考ATP水解及自由能變化。,8.3 / How ATP Provides Energy That Performs Work：細胞所需能量由水解與做功偶聯，保留ATP驅動細胞工作條目。,C。ATP+水生成ADP與無機磷酸的總反應可釋放自由能，進而偶聯細胞做功；不是單獨斷裂化學鍵會放能。A加磷酸不是本題釋能步驟，B羰基與D長碳氫鏈均非ATP主要機制。,"150,151,152","199,200,201",Codex /root,ISU-113-R2-Q20
ISU-113-Q21,FORMAL,False,D,D,未列於本輪取得113生物釋疑PDF3下方至5；依同年度答案PDF1最下方生物表採計,29,29,3,1,,questions/Q21.png,e48e028ff55791bfd68bb3e59ad49319b1a593b7553316c5c4ad8376cf1a6305,L1110,18.1 / Repressible and Inducible Operons: Two Types of Negative Gene Regulation,L0523,8.4 / Substrate Specificity of Enzymes,18.1 / Repressible and Inducible Operons: Two Types of Negative Gene Regulation：β-galactosidase為lac系統產物，酵素辨認與報導受質相連。,8.4 / Substrate Specificity of Enzymes：X-gal由正確糖苷酶催化，涉及酵素受質專一性。,D。β-galactosidase裂解X-gal後形成藍色產物；不能將β改為α或λ，β-glucuronidase的受質不同。NEB文件確認特定酵素與X-gal關係；原題僅問顯色，未自行添加插入基因或藍白篩選實驗結果。,"155,156,368,369","204,205,417,418",Codex /root,ISU-113-R2-Q21
ISU-113-Q22,FORMAL,False,C,C,未列於本輪取得113生物釋疑PDF3下方至5；依同年度答案PDF1最下方生物表採計,29,29,3,1,,questions/Q22.png,ace995c9a1ec2a86b670ea08c7fbf580b4d32c8895d9b8104869e02ba9f2993b,L0450,7.4 / The Need for Energy in Active Transport,,,7.4 / The Need for Energy in Active Transport：鈉鉀泵逆梯度運輸且耗ATP，是主動運輸的典型。,無另列最小次條目；逐項讀A–D，只有C同時Na外K內及主動；教材泵循環圖與方向吻合。主動運輸最小目足夠，不因神經常用就主分神經系統。,C。每循環通常輸出3Na+、輸入2K+，依賴ATP；A方向反，B／D誤稱被動。泵建立梯度，不等同每次動作電位快速上升期Na通道的被動內流。,"136,137","185,186",Codex /root,ISU-113-R2-Q22
ISU-113-Q23,FORMAL,False,A,A,未列於本輪取得113生物釋疑PDF3下方至5；依同年度答案PDF1最下方生物表採計,29,29,3,1,,questions/Q23.png,54da4138d7bd5ba4ee9faea0db33b15ecd8b36b24abc5716a15699b19bc2e85f,L2776,42.2 / Maintaining the Heart’s Rhythmic Beat,,,42.2 / Maintaining the Heart’s Rhythmic Beat：ECG與心臟傳導系統的節律直接對應心跳節律條目。,無另列最小次條目；本地心臟電傳導圖示提供去極化先於收縮，題目A是採計概括，兩者差異保留。目錄原Rhythms與PDF Rhythmic Beat已核對，無另造ECG目錄。,官方A。QRS嚴格表示心室去極化，電事件先於並引發機械收縮；題目所有選項用收縮／舒張概括，故依採計選心室收縮，不能把QRS本身定義成肌肉縮短。L2776依真實PDF採Rhythmic Beat，保留文字目錄Rhythms差異。,"928,929","977,978",Codex /root,ISU-113-R2-Q23
ISU-113-Q24,FORMAL,False,D,D,未列於本輪取得113生物釋疑PDF3下方至5；依同年度答案PDF1最下方生物表採計,29,29,3,1,,questions/Q24.png,d4f6154d356ef36f503358e02f0be4ad402a07a82e506993f92d29d6e1947b5f,L1251,20.2 / Analyzing Gene Expression,L1241,20.1 / Amplifying DNA: The Polymerase Chain Reaction (PCR) and Its Use in DNA Cloning,20.2 / Analyzing Gene Expression：Ct相對定量用以比較核酸／基因表現，主列分析基因表現。,20.1 / Amplifying DNA: The Polymerase Chain Reaction (PCR) and Its Use in DNA Cloning：循環擴增倍數由PCR原理支援，兩者同章仍分存。,D。ΔΔCt=20−23=−3，2^(−ΔΔCt)=8，樣本1對2的相對量為8倍。須假設目標與參考擴增效率相容且近每循環加倍；若ΔCt已參考基因校正，算的是標準化相對量，不能無條件稱兩管總核酸量差8倍。,"420,421,423,424,425","469,470,472,473,474",Codex /root,ISU-113-R2-Q24
ISU-113-Q25,FORMAL,False,A,A/B,同年度釋疑改為A/B皆可；依官方113組合包PDF37–38同一釋疑採計,29,29,3,1,4,questions/Q25.png,36a96994dca15a3f85f358065fd02f3c164a0ebdc8f643f42f892fbedc3be4d9,L2840,42.6 / How a Mammal Breathes,,,42.6 / How a Mammal Breathes：潮氣量、死腔與呼吸頻率決定通氣量，屬哺乳類通氣機制。,無另列最小次條目；重看Q25完整原圖，釋疑結果確為A/B。分別計算總4000、肺泡3040、死腔960且後兩項加回總量；官方採計與專有名詞差別都保留，分類仍為通氣機制。,原A；釋疑改A/B皆可。按原題英文minute ventilation，總每分鐘通氣量500×8=4000（B）；肺泡通氣量(500−120)×8=3040（A）。960是死腔每分鐘通氣量，4960不符兩個定義。官方容許兩解不抹平專有名詞差異；功能餘氣量也不是每分鐘通氣量。,"945,946","994,995",Codex /root,ISU-113-R2-Q25
ISU-113-Q26,FORMAL,False,D,D,未列於本輪取得113生物釋疑PDF3下方至5；依同年度答案PDF1最下方生物表採計,29,29,3,1,,questions/Q26.png,70ce4b12ad777fa1d07a555a82fb034463ca0ef58f49be7ca0b31d02a426b912,L0355,6.4 / The Endomembrane System: A Review,L0365,6.5 / Mitochondria: Chemical Energy Conversion,6.4 / The Endomembrane System: A Review：比較各胞器是否屬endomembrane system，主列內膜系統總覽。,6.5 / Mitochondria: Chemical Energy Conversion：粒線體雙層膜與獨立能量轉換區隔需保留粒線體條目。,D。液泡、ER與Golgi屬內膜系統，粒線體不屬之。是否屬內膜系統依功能與囊泡聯繫判定，不能用單層／雙層膜粗分，因核膜也是內膜系統組件。,"108,109,110","157,158,159",Codex /root,ISU-113-R2-Q26
ISU-113-Q27,FORMAL,False,B,B,未列於本輪取得113生物釋疑PDF3下方至5；依同年度答案PDF1最下方生物表採計,30,30,4,1,,questions/Q27.png,117f5d46878f06aa67fde98a6e1da936d5bd11eb85f5f87f420baf561633f5f8,L3381,50.5 / Vertebrate Skeletal Muscle,,,50.5 / Vertebrate Skeletal Muscle：Z線是肌小節邊界及細肌絲錨定位置，屬骨骼肌絲構造。,無另列最小次條目；教材Z線界定sarcomere並錨定細肌絲，B按此理解可採。原題不精確稱謂保留，未將Z線說成細胞膜或讓myosin直接錨在Z線。,B。題寫「分隔肌肉纖維的單元」應解作界定肌原纖維的肌小節，非把整條肌纖維細胞分開。Z線主要錨定actin細肌絲，不是actin與myosin兩類肌絲共同直接結合的通稱；Ca主要由肌漿網調節。,"1126,1127","1175,1176",Codex /root,ISU-113-R2-Q27
ISU-113-Q28,FORMAL,False,D,D,未列於本輪取得113生物釋疑PDF3下方至5；依同年度答案PDF1最下方生物表採計,30,30,4,1,,questions/Q28.png,73f76f515b92f1216ff797200e216019f028d42bfd0e2f8cbd278a2661363ffa,L0159,3.2 / Moderation of Temperature by Water,,,3.2 / Moderation of Temperature by Water：錯誤選項關於蒸發吸熱與降溫，最小目錄為水調節溫度。,無另列最小次條目；完整四選項與47蒸發冷卻比對：D把蒸發放熱顛倒，A–C為題設基礎。主目集中決定錯項的溫度調節，未把所有選項都堆入次目。,D。蒸發需要吸收能量，較高動能分子離開後剩餘液體冷卻，所以汗蒸發可散熱。斷開水間氫鍵吸熱，高比熱減緩升溫；極性、氫鍵及H+／OH−支持其餘基礎敘述。不是汗水形成或滴落必然有等量蒸發冷卻。,"45,46,47,48,51","94,95,96,97,100",Codex /root,ISU-113-R2-Q28
ISU-113-Q29,FORMAL,False,B,B,未列於本輪取得113生物釋疑PDF3下方至5；依同年度答案PDF1最下方生物表採計,30,30,4,1,,questions/Q29.png,acdf728629531642002672d2d22af30ee5aaec4ad93d0a76954ace63179d68f4,L2889,43.2 / B Cell and T Cell Development,,,43.2 / B Cell and T Cell Development：初級淋巴器官為B/T細胞發生與成熟場所，對應B/T細胞發展。,無另列最小次條目；骨髓與胸腺提供B/T細胞成熟與耐受，958與961跨頁證據相互支持。淋巴結／脾反應位置為對照而非本題成熟主題，B確定且無須新增循環次章。,B。人類B細胞在骨髓、T細胞在胸腺成熟；本地958明列來源，960–961說明成熟與自我耐受。脾與淋巴結是周邊免疫反應的重要場所，不能把它們混列為初級器官。,"957,958,960,961","1006,1007,1009,1010",Codex /root,ISU-113-R2-Q29
ISU-113-Q30,FORMAL,False,D,B/C/D,同年度釋疑改為B/C/D皆可；依官方113組合包PDF37–38同一釋疑採計,30,30,4,1,"4,5",questions/Q30.png,c8c05012fe724be78eac93b76f6720bd98a3fb7dceabf248601ac08cb2513937,L0656,10.3 / Linear Electron Flow,L0662,10.3 / A Comparison of Chemiosmosis in Chloroplasts and Mitochondria,10.3 / Linear Electron Flow：光系統與光反應產物來自線性電子流，主列該路徑。,10.3 / A Comparison of Chemiosmosis in Chloroplasts and Mitochondria：ATP經質子梯度與ATP合成酶產生，保留葉綠體化學滲透。,原D；釋疑改B/C/D皆可。光反應含水氧化放O2、末端還原NADP+成NADPH，以及梯度驅動ATP形成；H2O為電子來源而非此流程淨產物。直接／間接與整個光反應範圍是爭點；官方「將光能轉換為電子」不可照抄為物質生成，光是激發既有電子。,"195,196,197,198,199,200","244,245,246,247,248,249",Codex /root,ISU-113-R2-Q30
ISU-113-Q31,FORMAL,False,A,A,未列於本輪取得113生物釋疑PDF3下方至5；依同年度答案PDF1最下方生物表採計,30,30,4,1,,questions/Q31.png,427991a1fc0eef6fb756d608e0ec03f853be81345913a055130cb4e18c4e32d4,L3374,50.4 / Smell in Humans,,,50.4 / Smell in Humans：嗅覺受器至嗅球的訊息路徑屬嗅覺。,無另列最小次條目；嗅球是結構層級的主要中繼，顆粒細胞為局部迴路細胞，非同義。教材嗅覺通路支持A，感覺受器比較不需要加視覺或聽覺次目。,A。嗅覺神經元軸突先投射嗅球，再由相關神經元傳向嗅覺皮質。顆粒細胞可存在嗅球局部迴路，不宜說與嗅球完全無關；但不是此題問的主要中繼構造。毛細胞、桿狀細胞分屬其他感覺。,"1124,1125","1173,1174",Codex /root,ISU-113-R2-Q31
