題號,分類狀態,待審,原答案,採計答案,釋疑,本地原卷PDF頁,官方混科卷生物PDF頁,原卷印刷頁,答案PDF頁,釋疑PDF頁,原圖,原圖SHA256,主條目ID,主分類,次條目ID,次分類,主分類理由,次分類理由,科學說明,課本印刷頁,課本PDF頁,覆核者,覆核紀錄
ISU-115-Q11,FORMAL,False,A,A,未列於本輪取得115生物釋疑PDF7下方至8；依同年度答案PDF1最下方生物表採計,1,24,1,1,,questions/Q11.png,7b2dca555c2327c886ea0274ba41396f475d0181f2a8575c88fbb636ea1fd16d,L2853,42.7 / Respiratory Pigments,,,42.7 / Respiratory Pigments：本節血液氣體運輸段落說明CO2主要以碳酸氫根運送。,無另列最小次條目；HCO3−佔主要比例，正文在Respiratory Pigments後段；不另虛構CO2運輸目錄葉節。,A。大部分CO2轉為HCO3−運送於血漿，部分溶解或結合血紅素；不是大部分都直接結合血紅素，也不是由血小板運送。,"948,949","997,998",Codex /root,ISU-115-R2-Q11
ISU-115-Q12,FORMAL,False,C,C,同年度釋疑維持原答案C,2,25,2,1,7,questions/Q12.png,6ea11ca7041550865147d36e161e9b040760d6506473251507655e3f2f5cd150,L1199,19.2 / Replicative Cycles of Phages,,,19.2 / Replicative Cycles of Phages：裂解循環的宿主破裂與新噬菌體釋出是本題核心。,無另列最小次條目；裂解週期分類確定；官方膜先突破說法保留為來源差異，不泛化至所有噬菌體。,官方C，釋疑維持C。膜破裂伴隨噬菌體釋出；Campbell的T4圖同時描述酵素分解細胞壁並導致裂解。釋疑以壁位於膜外推論「須先突破膜」屬其解釋，不能僅憑空間位置推得所有噬菌體裂解事件的固定先後；細菌也沒有真核式溶小體。,"402,403","451,452",Codex /root,ISU-115-R2-Q12
ISU-115-Q13,FORMAL,False,B,B,未列於本輪取得115生物釋疑PDF7下方至8；依同年度答案PDF1最下方生物表採計,2,25,2,1,,questions/Q13.png,6d9627adb9b7d591ef8e8279abf9255d41d001ab93060ccaf3066433d37e6546,L0268,5.4 / Protein Structure and Function,L1274,20.4 / Medical Applications,5.4 / Protein Structure and Function：題幹已給蛋白質表現，療效仍不同，選項中的功能性折疊最能連結結構與功能。,20.4 / Medical Applications：基因治療是這個蛋白功能問題的應用背景，另保存醫療應用條目。,B為所列選項最佳解釋：有蛋白產生不保證正確折疊或具足夠功能。僅有這些現象不能在真實患者中確診折疊就是唯一療效差異來源。,"82,83,434,435","131,132,483,484",Codex /root,ISU-115-R2-Q13
ISU-115-Q14,FORMAL,False,B,B,未列於本輪取得115生物釋疑PDF7下方至8；依同年度答案PDF1最下方生物表採計,2,25,2,1,,questions/Q14.png,9bcb2fe7232fc0336190454c5520b4f0e4c5b1b4edcc61c4a1ac876f7176f637,L0595,9.5 / Types of Fermentation,L0585,9.4 / Chemiosmosis: The Energy-Coupling Mechanism,9.5 / Types of Fermentation：乳酸增加指向乳酸發酵維持NAD+與糖解ATP供應。,9.4 / Chemiosmosis: The Energy-Coupling Mechanism：粒線體呼吸受抑制和ATP下降須另對照氧化磷酸化的能量偶聯。,B。乳酸增加符合呼吸受抑後糖解及乳酸發酵補償，但這條路徑每葡萄糖ATP較少；不能由此斷言檸檬酸循環必增強或所有癌細胞均有相同代謝表型。,"175,176,180,181","224,225,229,230",Codex /root,ISU-115-R2-Q14
ISU-115-Q15,FORMAL,False,A,A,未列於本輪取得115生物釋疑PDF7下方至8；依同年度答案PDF1最下方生物表採計,2,25,2,1,,questions/Q15.png,0b9addf00182aa342fccde21caae61215d03670696627bd7260c257e921da347,L1274,20.4 / Medical Applications,L2930,43.4 / Cancer and Immunity,20.4 / Medical Applications：取出T細胞、體外基因改造後回輸，是基因治療的醫療應用。,43.4 / Cancer and Immunity：癌症與免疫條目說明改造T細胞辨識並攻擊癌細胞的目的。,A。NCI所述常規自體CAR-T製程在體外改造與擴增後回輸。原題有「大多數」範圍，不擴張為不存在體內製造CAR-T的研究，也不是改造生殖細胞。,"434,435,974,975","483,484,1023,1024",Codex /root,ISU-115-R2-Q15
ISU-115-Q16,FORMAL,False,C,C,未列於本輪取得115生物釋疑PDF7下方至8；依同年度答案PDF1最下方生物表採計,2,25,2,1,,questions/Q16.png,12670fe2746c28d0df3ee63a746c71650cb6f8392575f0cab412db5fab1791f2,L1274,20.4 / Medical Applications,L1202,19.2 / Replicative Cycles of Animal Viruses,20.4 / Medical Applications：比較基因遞送載體的治療選擇，主分類為生物技術醫療應用。,19.2 / Replicative Cycles of Animal Viruses：動物病毒遞送遺傳物質的基本機制支援AAV載體背景。,官方C是本題的相對比較。AAV可作基因遞送載體，但DNA包裝容量有限；「免疫原性低、安全性佳」不能解讀成沒有免疫反應或任何劑量都安全。FDA已記錄特定AAVrh74治療的嚴重肝損傷風險。,"404,405,434,435","453,454,483,484",Codex /root,ISU-115-R2-Q16
ISU-115-Q17,FORMAL,False,D,D,未列於本輪取得115生物釋疑PDF7下方至8；依同年度答案PDF1最下方生物表採計,2,25,2,1,,questions/Q17.png,906f3d2db915bb1ee483fc68ced89a00bc2e900f013c8d4a2c46758599067294,L0789,12.3 / The Cell Cycle Control System,L1166,18.5 / Interference with Normal Cell-Signaling Pathways,12.3 / The Cell Cycle Control System：DNA損傷仍進行分裂，最直接是細胞週期檢查點失控。,18.5 / Interference with Normal Cell-Signaling Pathways：抑癌基因如p53在癌化訊息途徑中失效，補足題幹的基因層面。,D。正常檢查點可延遲分裂以修復損傷或啟動凋亡，抑癌功能失去可讓受損DNA繼續傳遞；並非所有抑癌基因都以完全相同途徑作用。,"244,245,246,389,390,391","293,294,295,438,439,440",Codex /root,ISU-115-R2-Q17
ISU-115-Q18,FORMAL,False,A,A,未列於本輪取得115生物釋疑PDF7下方至8；依同年度答案PDF1最下方生物表採計,2,25,2,1,,questions/Q18.png,701c32619e9acbff01d81df6cb7e037e88d88a297ac8238cded6dd893d6e5884,L0343,6.4 / The Endoplasmic Reticulum: Biosynthetic Factory,L0268,5.4 / Protein Structure and Function,6.4 / The Endoplasmic Reticulum: Biosynthetic Factory：選項問失去蛋白質品質管制造成壓力的胞器，內質網最切題。,5.4 / Protein Structure and Function：蛋白結構與功能條目解釋錯誤折疊及聚集，避免只按疾病關鍵字分類。,A為所列胞器的最佳選擇。內質網處理進入分泌路徑的蛋白折疊，未折疊蛋白壓力可啟動細胞反應；不是所有神經退化蛋白聚集都起源於內質網。,"82,83,104,105,230,231","131,132,153,154,279,280",Codex /root,ISU-115-R2-Q18
ISU-115-Q19,FORMAL,False,A,A,未列於本輪取得115生物釋疑PDF7下方至8；依同年度答案PDF1最下方生物表採計,2,25,2,1,,questions/Q19.png,388758d94e6d24382e54d24d6e51a5578a3b0bb228a00122d81b892f082e3ce2,L0744,11.5 / Apoptotic Pathways and the Signals That Trigger Them,,,11.5 / Apoptotic Pathways and the Signals That Trigger Them：粒線體膜通透化與細胞色素c釋出屬凋亡訊號途徑。,無另列最小次條目；粒線體依賴凋亡最直接；即使題設死亡訊號已啟動，也不等於下游不可被阻擋。,A。就題設的粒線體依賴路徑，外膜通透化受阻可阻止cytochrome c釋出及下游caspase活化；不能推成所有外源死亡受體訊號均必須經粒線體。,"230,231","279,280",Codex /root,ISU-115-R2-Q19
ISU-115-Q20,FORMAL,False,C,C,未列於本輪取得115生物釋疑PDF7下方至8；依同年度答案PDF1最下方生物表採計,3,26,3,1,,questions/Q20.png,9a764f502d9fdaa9d24ecc4c305cf00a8691d6fb14c1d7f1bd043325c36a371a,L1075,17.4 / Completing and Targeting the Functional Protein,,,17.4 / Completing and Targeting the Functional Protein：比較胞質合成蛋白是否具有定位訊號，直接屬蛋白質完成與定向運輸。,無另列最小次條目；定向運輸分類確定，採計C；保留原題未指明N端與位置訊號的限制。,官方C。缺乏分泌路徑所需的ER定位訊號時，典型情形留在胞質。原題寫「序列末端」而未清楚指定N端；不同胞器訊號可在N端、C端或內部，不能由「缺少任一末端訊號」推得所有蛋白一律只能在胞質。,"352,353,354","401,402,403",Codex /root,ISU-115-R2-Q20
ISU-115-Q21,FORMAL,False,D,D,未列於本輪取得115生物釋疑PDF7下方至8；依同年度答案PDF1最下方生物表採計,3,26,3,1,,questions/Q21.png,a42fdda7c52b62f6d58638a2324d1db22b5d6e306358f01dae05b7f8b030bbc5,L2746,41.5 / Regulation of Appetite and Consumption,L2740,41.5 / Regulation of Digestion,41.5 / Regulation of Appetite and Consumption：抑制食慾與減少攝食最直接對應食慾及攝食調節。,41.5 / Regulation of Digestion：延緩胃排空是另一項題設機制，另列消化調節最小條目。,D。FDA semaglutide說明書支持GLP-1受體作用於食慾相關腦區並延緩胃排空；Campbell提供腸胃與能量恆定框架，不冒稱課本列有該新藥的完整藥理。,"915,916,917,918","964,965,966,967",Codex /root,ISU-115-R2-Q21
ISU-115-Q22,FORMAL,False,B,B,未列於本輪取得115生物釋疑PDF7下方至8；依同年度答案PDF1最下方生物表採計,3,26,3,1,,questions/Q22.png,e6d3215652ac06536153f65f9ea9b103bd63837ac293e510bb5ba1ae37384055,L2998,45.1 / Intercellular Information Flow,,,45.1 / Intercellular Information Flow：辨別內分泌的遠距訊息傳遞，屬細胞間資訊流。,無另列最小次條目；血液遠距靶細胞符合B，最小項是Intercellular Information Flow。,B。內分泌激素進入血液到達遠端靶細胞，靶細胞須有適當受體；距離與傳遞方式比反應快慢更能界定內分泌。,"1000,1001","1049,1050",Codex /root,ISU-115-R2-Q22
ISU-115-Q23,FORMAL,False,B,B,未列於本輪取得115生物釋疑PDF7下方至8；依同年度答案PDF1最下方生物表採計,3,26,3,1,,questions/Q23.png,7b182f4a21794a708b381d34c9126ff822cfef07eefa56bf382131620fc5951d,L0948,15.2 / X Inactivation in Female Mammals,,,15.2 / X Inactivation in Female Mammals：玳瑁貓毛色嵌合由不同細胞隨機失活不同X染色體造成。,無另列最小次條目；X失活足以解釋典型毛色，不因題幹說「幾乎」而改成絕無例外。,B。帶不同毛色等位基因的雌性細胞群因X失活而形成斑塊；不把本題的典型情形說成所有玳瑁貓必然都是一般XX雌貓。,"300,301","349,350",Codex /root,ISU-115-R2-Q23
ISU-115-Q24,FORMAL,False,C,C,未列於本輪取得115生物釋疑PDF7下方至8；依同年度答案PDF1最下方生物表採計,3,26,3,1,,questions/Q24.png,7305e4f785b1b6e69c6e357d4a48afe9102cb6d34d1d477d5f835b754c5d99f6,L0920,14.4 / Genetic Testing and Counseling,,,14.4 / Genetic Testing and Counseling：新生兒先天代謝病的生化篩檢，對應遺傳檢測及諮詢中的新生兒篩檢。,無另列最小次條目；新生兒遺傳檢測項支援應用，CDC補MS/MS分析物；篩檢和確診不混同。,C。MS/MS檢測乾血點中胺基酸及相關代謝物，也可分析醯基肉鹼；不是以一次DNA定序找所有染色體異常。Campbell的PKU新生兒檢測框架由CDC資料補足串聯質譜細節。,"287,288,289","336,337,338",Codex /root,ISU-115-R2-Q24
ISU-115-Q25,FORMAL,False,C,C,未列於本輪取得115生物釋疑PDF7下方至8；依同年度答案PDF1最下方生物表採計,3,26,3,1,,questions/Q25.png,a90d6de13318af5d40addc2e51c5e07a7ae452fd4d892d6311bf20361bce7f32,L1771,27.6 / Mutualistic Bacteria,L1764,27.5 / Ecological Interactions,27.6 / Mutualistic Bacteria：糞菌移植恢復有益腸道菌群及宿主關係，主分類是互利細菌。,27.5 / Ecological Interactions：定殖抗性涉及微生物間的生態交互作用，同章次條目仍保留。,C。恢復菌群及其功能有助抑制C. difficile；原始研究支持特定共生菌的膽汁酸代謝與抗性，不表示多樣性一項指標可解釋全部療效。保留原題Clostridium名稱，現行名稱為Clostridioides difficile。,"587,588","636,637",Codex /root,ISU-115-R2-Q25
ISU-115-Q26,FORMAL,False,B,B,未列於本輪取得115生物釋疑PDF7下方至8；依同年度答案PDF1最下方生物表採計,3,26,3,1,,questions/Q26.png,d9686bd407cde839d3444a5ad2133f9d57d7453a2cef40f17e72200927717912,L0968,15.4 / Abnormal Chromosome Number,L0974,15.4 / Human Conditions Due to Chromosomal Alterations,15.4 / Abnormal Chromosome Number：21三體最常見的染色體數目錯誤機制是不分離。,15.4 / Human Conditions Due to Chromosomal Alterations：另保存人體染色體異常條目中的Down syndrome應用。,B。減數分裂I或II不分離可產生多一條21號染色體的配子；高齡與風險增加相關。篩檢提示高風險不等於確診，唐氏症也可有轉位或嵌合型，不能把所有案例等同單一來源。,"307,308,309","356,357,358",Codex /root,ISU-115-R2-Q26
ISU-115-Q27,FORMAL,False,C,C,未列於本輪取得115生物釋疑PDF7下方至8；依同年度答案PDF1最下方生物表採計,4,27,4,1,,questions/Q27.png,faa5100fba6d0f3c0584a2926fced9a86a614d9f8a4c7238b2d60e36856630b1,L0945,15.2 / Inheritance of X-Linked Genes,,,15.2 / Inheritance of X-Linked Genes：女性帶因者與正常男性婚配，須依X連鎖隱性傳遞分別計算男女後代。,無另列最小次條目；XA/XA、XA/Xa、XA/Y、Xa/Y各1/4；每個性別內1/2風險符合C，題幹女子確為帶因者。,C。題幹已明說女子為帶因者：XAXa×XAY，兒子中1/2患病、女兒中1/2帶因；這是各性別內機率，不能再把女子帶因機率乘1/2。,"299,300","348,349",Codex /root,ISU-115-R2-Q27
ISU-115-Q28,FORMAL,False,D,D,未列於本輪取得115生物釋疑PDF7下方至8；依同年度答案PDF1最下方生物表採計,4,27,4,1,,questions/Q28.png,ab26407ebfa255232b52dc497a6fcfe5f005205c8f6eac170f830d55954ca2a4,L1085,17.5 / Types of Small-Scale Mutations,L1330,"21.4 / Other Repetitive DNA, Including Simple Sequence DNA",17.5 / Types of Small-Scale Mutations：世代提早發病的分子解釋是重複單位增加，主要對應序列插入類型的基因突變框架。,"21.4 / Other Repetitive DNA, Including Simple Sequence DNA：簡單重複序列條目提供短串聯重複及重複數變異的結構背景。",D。三核苷酸重複擴增可造成遺傳早發現象；本題未指定疾病，不能把每個重複擴增病都說成同一基因、同一親代偏向。Campbell所列條目支援插入與重複DNA原理，早發機制另由Huntington原始研究及作者GeneReviews補足，不虛構教材有「遺傳早發」目錄項。,"357,358,359,360,452,453","406,407,408,409,501,502",Codex /root,ISU-115-R2-Q28
ISU-115-Q29,FORMAL,False,C,C,同年度釋疑維持原答案C,4,27,4,1,8,questions/Q29.png,19fd3d21bc42a7ade09560aa51cb33b8e800ee7cd7ff247631b3c43db7fb0d2a,L0371,6.5 / Peroxisomes: Oxidation,L0355,6.4 / The Endomembrane System: A Review,6.5 / Peroxisomes: Oxidation：直接辨認被排除於本書典型內膜系統的過氧化體。,6.4 / The Endomembrane System: A Review：內膜系統回顧提供其他選項的膜交通分類基準，同章次條目完整保存。,官方C，釋疑維持C。Campbell將過氧化體另列，故可確認本題分類。官方所引「並非源自內膜系統」不能當成普遍生合成定律；原始研究在特定人類細胞模型顯示ER與粒線體來源囊泡參與新生過氧化體。分類慣例與生合成來源須分開。,"104,108,109,112","153,157,158,161",Codex /root,ISU-115-R2-Q29
ISU-115-Q30,FORMAL,False,A,A,未列於本輪取得115生物釋疑PDF7下方至8；依同年度答案PDF1最下方生物表採計,4,27,4,1,,questions/Q30.png,8ab3d535b19e4d695de5fe64be3ecd7391e150413dfb47637fb404dc631cd437,L0443,7.3 / Facilitated Diffusion: Passive Transport Aided by Proteins,,,7.3 / Facilitated Diffusion: Passive Transport Aided by Proteins：水通道蛋白促進被動水運輸，直接屬促進性擴散。,無另列最小次條目；A確定，膜運輸機制為主，沒有把題目泛化成每個細胞都有相同水通道。,A。aquaporin加速水跨膜移動，淨流取決於水勢或滲透梯度而非直接消耗ATP；不是所有膜的水運輸都只能靠aquaporin。,"132,133,135,136","181,182,184,185",Codex /root,ISU-115-R2-Q30
ISU-115-Q31,FORMAL,False,B,B,未列於本輪取得115生物釋疑PDF7下方至8；依同年度答案PDF1最下方生物表採計,4,27,4,1,,questions/Q31.png,1cfe125cb9ecac1a5604f2dd2d8b5096e2d94ca265abb9268ae3926e471c87bc,L1455,23.3 / Genetic Drift,,,23.3 / Genetic Drift：颶風造成族群驟減與等位基因隨機喪失，是瓶頸型遺傳漂變。,無另列最小次條目；瓶頸且喪失等位基因，後代只能承襲現存a；分類由情境與遺傳推論確認。,B。若倖存者全為隱性aa，且沒有突變或外來基因流，這批繁殖後代無法自行恢復已消失的顯性等位基因。族群內交配不是基因流；題目未提供颶風選擇特定基因型的證據。,"494,495,496","543,544,545",Codex /root,ISU-115-R2-Q31
ISU-115-Q32,FORMAL,False,D,D,未列於本輪取得115生物釋疑PDF7下方至8；依同年度答案PDF1最下方生物表採計,4,27,4,1,,questions/Q32.png,0784d757e2918b142438cc36e2ea42c8d77d9be1522dfb220b16f05d632b4a8a,L1465,23.4 / Natural Selection: A Closer Look,,,23.4 / Natural Selection: A Closer Look：多代族群表型朝耐酸端改變，符合定向天擇。,無另列最小次條目；耐酸端提高符合D；原題未提供完整世代資料，說明明列天擇的可遺傳前提。,D。以耐酸差異可遺傳且影響繁殖成功為前提，污染壓力提高較耐酸個體的比例。個體短期生理調節本身不能作為天擇的證據。,"497,498","546,547",Codex /root,ISU-115-R2-Q32
ISU-115-Q33,FORMAL,False,D,D,未列於本輪取得115生物釋疑PDF7下方至8；依同年度答案PDF1最下方生物表採計,5,28,5,1,,questions/Q33.png,ddb517ad1e6aa3280f5d621d4f56839300437e420db5c56c50bd194a6b8f08d2,L1754,27.4 / Archaea,,,27.4 / Archaea：題目比較古菌與真核的分子特性，最小條目Archaea含三域比較表27.2。,無另列最小次條目；縮到Archaea最小項1754，撤去過廣的原核多樣性概覽；教材Several kinds與研究差異完整保存。,官方D。實看本地第12版印刷585／PDF634表27.2，古菌與真核RNA polymerase均寫Several kinds，原表照存。但原始結構研究指出古菌通常是一種多次單元RNA聚合酶，真核有多種核RNA聚合酶；「多種」與「多次單元」不能混同。以三域分子特性確定分類，不把官方採計當成對該措辭的科學背書。,"583,584,585","632,633,634",Codex /root,ISU-115-R2-Q33
ISU-115-Q34,FORMAL,False,A,A,未列於本輪取得115生物釋疑PDF7下方至8；依同年度答案PDF1最下方生物表採計,5,28,5,1,,questions/Q34.png,b4b17d5d79b0d98d822d61c0ea85c9af9c82f819acf1cb692492366f370642e0,L1107,18.1 / Operons: The Basic Concept,L1110,18.1 / Repressible and Inducible Operons: Two Types of Negative Gene Regulation,18.1 / Operons: The Basic Concept：operator不能結合抑制蛋白直接涉及操縱組的開關結構。,18.1 / Repressible and Inducible Operons: Two Types of Negative Gene Regulation：色胺酸作為共抑制物的負調控另對照可抑制操縱組條目。,A。在題設單一操縱基因阻遏模型，色胺酸可結合抑制蛋白，但該蛋白仍不能結合突變operator，故不能按此開關關閉轉錄；不據此宣稱衰減等所有其他調控機制均被消除。,"366,367,368,369","415,416,417,418",Codex /root,ISU-115-R2-Q34
ISU-115-Q35,FORMAL,False,D,D,未列於本輪取得115生物釋疑PDF7下方至8；依同年度答案PDF1最下方生物表採計,5,28,5,1,,questions/Q35.png,ca7a1c557b300a071fef197418ed4ea12e22d80764a3e8445dd4be7a70b8860b,L1267,20.3 / Stem Cells of Animals,,,20.3 / Stem Cells of Animals：比較成體與胚胎幹細胞分化潛能，直接屬動物幹細胞。,無另列最小次條目；成人幹細胞仍能自我更新與有限分化，D而非A/B/C，主項不擴成所有醫療應用。,D。成體幹細胞通常受限於特定組織或譜系，胚胎幹細胞具多能性；限制不是由成體細胞失去大部分基因組造成。,"430,431,432","479,480,481",Codex /root,ISU-115-R2-Q35
