題號,分類狀態,待審,原答案,採計答案,釋疑,本地原卷PDF頁,官方混科卷生物PDF頁,原卷印刷頁,答案PDF頁,釋疑PDF頁,原圖,原圖SHA256,主條目ID,主分類,次條目ID,次分類,主分類理由,次分類理由,科學說明,課本印刷頁,課本PDF頁,覆核者,覆核紀錄
ISU-112-Q11,FORMAL,False,B,B,同年度釋疑維持原答案B,23,23,2,1,4,questions/Q11.png,3f529efed0a4124a152f748a10ba59a901c0978a87fbde7d270a21187fe5bbe3,L1488,24.1 / The Biological Species Concept,,,24.1 / The Biological Species Concept：本地生物物種概念條目內的生殖隔離圖完整比較合子前後屏障；目錄沒有獨立Prezygotic Barriers條目。,無另列最小次條目；不相同。保存D的字面條件及官方採B，依507–510區分交配／受精前後，主Biological Species Concept足以覆蓋雙方；未把來源差異靠改題文消除。,官方B且釋疑維持。配子隔離可使近緣物種受精失敗；C是合子後障礙。原題D字面「防止驢馬交配」若真有阻止交配機制，定義上也屬合子前，不能用驢馬可交配且騾常不育的例子否定所有可能的合子前屏障；保留原題文字與官方以雜種不育解讀D的差異。,"507,508,509,510","556,557,558,559",Codex /root,ISU-112-R2-Q11
ISU-112-Q12,FORMAL,False,C,C,未列於本輪取得112生物釋疑PDF4下方至7；依同年度答案PDF1最下方生物表採計；不宣稱不存在其他未取得公告,23,23,2,1,,questions/Q12.png,655e5061363b3e1e3825610ab474a9edfa73642e7f112e5131be0ee2b5eb9993,L1218,19.3 / Viral Diseases in Plants,L0394,6.7 / Cell Junctions,19.3 / Viral Diseases in Plants：病毒在同一植株細胞間擴散是植物病毒疾病條目直接說明的傳播情境。,6.7 / Cell Junctions：胞間連絲的連接構造位於Cell Junctions，是理解病毒穿越相鄰植物細胞的最小結構條目。,官方C。植物病毒可藉胞間連絲在相鄰細胞間傳播；親代至子代的垂直傳播不是同株傳播的答案。原題B印成vertical transfusion，相關專業用語通常是vertical transmission，原圖與原文照存。不得把胞間連絲的細胞間移動誤說成垂直遺傳。,"119,120,412","168,169,461",Codex /root,ISU-112-R2-Q12
ISU-112-Q13,FORMAL,False,C,C,未列於本輪取得112生物釋疑PDF4下方至7；依同年度答案PDF1最下方生物表採計；不宣稱不存在其他未取得公告,23,23,2,1,,questions/Q13.png,f7ae710b76b7096b690c890ecb12e9623e69eaa182124792692e18d0209bdb1e,L1215,19.3 / Emerging Viral Diseases,L1202,19.2 / Replicative Cycles of Animal Viruses,19.3 / Emerging Viral Diseases：流感H與N蛋白的差異在新興病毒疾病條目中的流感段落直接對照，故以其為最小主目。,19.2 / Replicative Cycles of Animal Viruses：動物病毒複製週期提供宿主附著、進入及釋出的步驟脈絡，避免把HA附著與NA釋出混同。,官方C。血凝素HA協助流感病毒附著宿主細胞，NA與新病毒釋出有關；HA是外套膜相關蛋白，不能因病毒含外套膜便選組裝外套膜的B。,"404,405,409,410,411","453,454,458,459,460",Codex /root,ISU-112-R2-Q13
ISU-112-Q14,FORMAL,False,C,C,未列於本輪取得112生物釋疑PDF4下方至7；依同年度答案PDF1最下方生物表採計；不宣稱不存在其他未取得公告,23,23,2,1,,questions/Q14.png,eaeebe2acafc57feae0a98136710e74f029e7177b47df09e239ba5395f737e87,L1069,17.4 / Molecular Components of Translation,,,17.4 / Molecular Components of Translation：tRNA互補序列形成氫鍵並折成特定三維構造，直接對應轉譯的分子組件。,無另列最小次條目；題目問維持三維折疊的主要配對作用，印刷348的分子內氫鍵支持C；共價骨架未刪去。最小主目仍為轉譯分子組件，不必另列一般化學鍵。,官方C。單股tRNA可由分子內互補鹼基間氫鍵形成莖與折疊結構；共價磷酸二酯骨架仍存在。題目問折疊的主要配對作用，不等於tRNA完全不含共價鍵。,"348,349","397,398",Codex /root,ISU-112-R2-Q14
ISU-112-Q15,FORMAL,False,A,A,未列於本輪取得112生物釋疑PDF4下方至7；依同年度答案PDF1最下方生物表採計；不宣稱不存在其他未取得公告,23,23,2,1,,questions/Q15.png,b60bebcc4ba7bb6ba12e92c4eed1c054afe62d89f43b55194b66eed4bdf4c084,L1010,16.2 / DNA Replication: A Closer Look,,,16.2 / DNA Replication: A Closer Look：延遲股岡崎片段的引發、延伸、替換引子與封口次序位於DNA複製詳解條目。,無另列最小次條目；核對322–326延遲股步驟，A只在所列細菌聚合酶模型下成立；官方答案與步驟吻合，主DNA複製詳解且保留物種模型限制。,官方A。依選項的細菌DNA聚合酶I／III模型，順序為primase、pol III、pol I、ligase。引子由RNA構成，pol I移除並補DNA後ligase封口；不可把這組酵素名稱無條件套到真核複製。,"322,323,324,325,326","371,372,373,374,375",Codex /root,ISU-112-R2-Q15
ISU-112-Q16,FORMAL,False,B,B,未列於本輪取得112生物釋疑PDF4下方至7；依同年度答案PDF1最下方生物表採計；不宣稱不存在其他未取得公告,23,23,2,1,,questions/Q16.png,3b849efa715dcdcacd24c7329377ca71aed95dfee84bcbf90884ba79b3da67f3,L0882,14.2 / The Multiplication and Addition Rules Applied to Monohybrid Crosses,,,14.2 / The Multiplication and Addition Rules Applied to Monohybrid Crosses：依已知子代推親代基因型後使用獨立事件乘法，對應孟德爾雜交機率的乘加規則最小條目。,無另列最小次條目；從rr子代推出父Rr再獨立重算1/2乘1/2=1/4，沒有以既有子女比例推機率。主孟德爾乘加機率條目；真實捲舌性狀的非單基因限制另由作者資料保存。,官方B。在題設單基因顯隱性模型中，不捲舌母親rr，已有rr子女推出捲舌父親Rr。下一胎捲舌機率1/2、男生1/2，相乘1/4；既有三名孩子不改變下一胎機率。但真實人類捲舌不是可靠的簡單孟德爾性狀，此答案屬題設模型。,"276,277,278","325,326,327",Codex /root,ISU-112-R2-Q16
ISU-112-Q17,FORMAL,False,A,A,未列於本輪取得112生物釋疑PDF4下方至7；依同年度答案PDF1最下方生物表採計；不宣稱不存在其他未取得公告,23,23,2,1,,questions/Q17.png,d61a14a237c621309aa37c7a69c0466db9e3dc6b85ebee92db267345f91059a9,L0665,10.4 / The Calvin cycle uses the chemical energy of ATP and NADPH to reduce CO2 to sugar,,,10.4 / The Calvin cycle uses the chemical energy of ATP and NADPH to reduce CO2 to sugar：Rubisco催化CO2進入卡爾文循環的碳固定，Concept 10.4為本地目錄相應最小條目，無更低階Rubisco葉節點。,無另列最小次條目；201–202卡爾文循環直接區分酵素與RuBP，A相符；Concept10.4已是當地相應最小目錄，不虛構Rubisco子目。,官方A。Rubisco是催化酵素，接受CO2的五碳糖為RuBP；初始CAM／C4碳固定常由PEP carboxylase完成。題目不是問光反應分解水的酵素。,"201,202","250,251",Codex /root,ISU-112-R2-Q17
ISU-112-Q18,FORMAL,False,C,C,未列於本輪取得112生物釋疑PDF4下方至7；依同年度答案PDF1最下方生物表採計；不宣稱不存在其他未取得公告,23,23,2,1,,questions/Q18.png,c9b71034e781cf65437aa1b46950ce9e46ecba91a667135bdce19f1c732d1b71,L0255,5.3 / Steroids,,,5.3 / Steroids：膽固醇與性激素等類固醇的結構及前驅關係在Steroids最小條目直接敘述。,無另列最小次條目；心臟病是引言，真正辨識的是膽固醇生理用途；75頁直接支持C的類固醇前驅關係。主Steroids，未把背景危險因素增列主次。,官方C。膽固醇既為動物膜成分，也可作其他類固醇的前驅物。原題「優先製造」屬功能導向措辭，不是本輪驗證過的合成優先次序；生理功能也不表示血中膽固醇越高越好。,75,124,Codex /root,ISU-112-R2-Q18
ISU-112-Q19,FORMAL,False,A,A,未列於本輪取得112生物釋疑PDF4下方至7；依同年度答案PDF1最下方生物表採計；不宣稱不存在其他未取得公告,24,24,3,1,,questions/Q19.png,85bc3cfe0082b685694a400fb2721e4cdf9c1c19cec2080e61b92fe06048e67c,L3134,47.1 / Fertilization,,,47.1 / Fertilization：海膽精子頂體反應穿透膠質層並與卵表面結合，正文Fertilization條目涵蓋該連續過程。,無另列最小次條目；1044–1046區分來源細胞及防多精階段，A對應精子穿透膠質層；採Fertilization最小目錄，未把正文小標當目錄。,官方A。頂體反應來自精子，釋出水解酵素並形成與卵辨識接觸的構造；皮層反應由卵發生，與防止多精入卵有關。正文頂體反應小標不在真實目錄，未冒造更小條目。,"1044,1045,1046","1093,1094,1095",Codex /root,ISU-112-R2-Q19
ISU-112-Q20,FORMAL,False,B,B,未列於本輪取得112生物釋疑PDF4下方至7；依同年度答案PDF1最下方生物表採計；不宣稱不存在其他未取得公告,24,24,3,1,,questions/Q20.png,0ac7f9db1d57555b88e619f529581d8f587bf0cad4dac3a6fd92b368e6914dc3,L0316,6.1 / Cell Fractionation,,,6.1 / Cell Fractionation：細胞勻漿後差速離心按大小與密度分離組分，目錄Cell Fractionation可直接對應。,無另列最小次條目；96圖的差速離心步驟及97文字支持核、粒線體、核糖體次序，B相符；主Cell Fractionation，並註明每階段移取上清與富集而非絕對純化。,官方B。典型差速離心先取得富含細胞核的沉澱，再來粒線體，最高轉速的步驟可得核糖體。這是依次移取上清再提高離心力的操作，並非保證單一未分離混合物每次沉澱只有一種成分。,"96,97","145,146",Codex /root,ISU-112-R2-Q20
ISU-112-Q21,FORMAL,False,D,D,未列於本輪取得112生物釋疑PDF4下方至7；依同年度答案PDF1最下方生物表採計；不宣稱不存在其他未取得公告,24,24,3,1,,questions/Q21.png,dd2c5a2bafa57320267a63637a3a3a1c5e94178ca80ac497b25b71d1732d730b,L2908,43.3 / Immunization,L2930,43.4 / Cancer and Immunity,43.3 / Immunization：HPV疫苗型態與接種對象屬Immunization最小條目。,43.4 / Cancer and Immunity：Cancer and Immunity印刷974直接描述HPV衣殼蛋白疫苗與癌症預防，比一般Viral Diseases in Animals更直接，保留此同章最小次目。,官方D。HPV蛋白次單位／病毒樣顆粒疫苗可供男性與女性使用，多價涵蓋多型別；故「只能女性」錯。預防HPV相關癌症的疫苗不等於治療已成立的癌症，Campbell疫苗原理及974頁具名HPV內容，與CDC補足的L1、多價和性別適用資料分開標示。,"968,969,974","1017,1018,1023",Codex /root,ISU-112-R2-Q21
ISU-112-Q22,FORMAL,False,C,C,未列於本輪取得112生物釋疑PDF4下方至7；依同年度答案PDF1最下方生物表採計；不宣稱不存在其他未取得公告,24,24,3,1,,questions/Q22.png,5e8de61706e7f3ff3e564cb947b8755494b1b71bdb5ba25eee1e67077548f88e,L1455,23.3 / Genetic Drift,,,23.3 / Genetic Drift：族群銳減導致隨機抽樣與等位基因頻率改變，直接落在Genetic Drift條目的瓶頸例子。,無另列最小次條目；494–496的小族群隨機效應恰相反，官方C為錯項；主Genetic Drift充分涵蓋，不以災害情境增加生態災害分類。,官方C。瓶頸會使有效族群縮小，通常加強漂變並喪失多樣性，非減少漂變。存活者的等位基因比例可能偏離原族群；B的多樣性減少按典型趨勢理解，不說每一次有限抽樣必然丟失所有稀有型。,"494,495,496","543,544,545",Codex /root,ISU-112-R2-Q22
ISU-112-Q23,FORMAL,False,A,A,未列於本輪取得112生物釋疑PDF4下方至7；依同年度答案PDF1最下方生物表採計；不宣稱不存在其他未取得公告,24,24,3,1,,questions/Q23.png,ed700bfe2f9a09006b0d359eb1c2165357a73e6cce202a3fd1b2880046a63329,L1085,17.5 / Types of Small-Scale Mutations,L1126,18.2 / Regulation of Transcription Initiation,17.5 / Types of Small-Scale Mutations：題目主軸為DNA突變如何造成性狀變化，最小主目是小尺度突變類型及其對蛋白功能的影響。,18.2 / Regulation of Transcription Initiation：啟動子突變也是原題C中實際可成立的表現量機制，以轉錄起始調控最小條目保留此科學界線。,官方A。編碼區突變可改變蛋白序列或功能，但不是所有突變均產生全新蛋白。啟動子等調控序列突變亦可造成新表型，C並非科學上不可能；B將tRNA寫為密碼子，應區分tRNA反密碼子與mRNA密碼子。沒有取得改採其他答案的本年度公告，採計仍A。,"357,358,359,373,374","406,407,408,422,423",Codex /root,ISU-112-R2-Q23
ISU-112-Q24,FORMAL,False,C,C,同年度釋疑維持原答案C,24,24,3,1,5,questions/Q24.png,98a426d4d503fc2d8cc6df6da6a8d43115ec6bea60fb16fbd50419497a28315f,L1232,20.1 / DNA Sequencing,L1274,20.4 / Medical Applications,20.1 / DNA Sequencing：NGS的技術範圍應由DNA Sequencing最小條目建立，不能因題幹列四種應用就只分到疾病章。,20.4 / Medical Applications：Medical Applications提供胎兒與臨床診斷情境，保留序列技術的實際醫療應用次目。,官方C且釋疑維持，依2023公告將「快速」限定為當時國內常規檢驗的比較。2020原始研究已用Illumina及nanopore於病人體液偵測病原，不可將公告泛化成NGS不能用於臨床感染鑑定。Nanopore通常另列第三代，其快速樣本至答案時間也不能直接代表第二代NGS。NIPD／NIPT的篩檢與確診意義亦不因選項名稱而等同。,"416,417,418,433,434","465,466,467,482,483",Codex /root,ISU-112-R2-Q24
ISU-112-Q25,FORMAL,False,A,A,未列於本輪取得112生物釋疑PDF4下方至7；依同年度答案PDF1最下方生物表採計；不宣稱不存在其他未取得公告,24,24,3,1,,questions/Q25.png,ef6d7e6147e54aa37a3aa05e4620ea94e1c0c38ced0193864b5817d91720ce58,L2914,43.3 / Antibodies as Tools,,,43.3 / Antibodies as Tools：本地Antibodies as Tools最小條目包含居家檢驗試劑的診斷用途，可承載快篩的應用情境；Campbell沒有另列敏感度統計葉節點。,無另列最小次條目；以TP、FN、TN、FP分母重算核對，A錯、B–D在指定基準下成立。Campbell最小條目只承載診斷試劑用途，公式由FDA補足，不發明統計葉節點。,官方A。敏感度是TP/(TP+FN)，假陽性率FP/(FP+TN)=1−特異度；特異度為TN/(TN+FP)。陽性預測值TP/(TP+FP)受盛行率影響，固定其他條件時特異度越高假陽性率越低。上述統計公式由FDA定義補足，未假稱Campbell印刷969直接列出公式。,969,1018,Codex /root,ISU-112-R2-Q25
ISU-112-Q26,FORMAL,False,B,B,同年度釋疑維持原答案B,24,24,3,1,5,questions/Q26.png,15f97c631c36ccb8065e8a1239895a046e83ee738c3f5f75452a48866efad2f7,L1072,17.4 / Building a Polypeptide,L1202,19.2 / Replicative Cycles of Animal Viruses,17.4 / Building a Polypeptide：依官方釋疑明示的棘蛋白製造步驟，宿主核糖體依病毒RNA合成多胜肽，主目選Building a Polypeptide。,19.2 / Replicative Cycles of Animal Viruses：Animal Viruses提供RNA病毒進入宿主後的生命週期情境，區分轉譯與病毒核酸複製階段。,官方B且釋疑維持，限定棘蛋白的轉譯步驟使用宿主轉譯機制及原料。病毒RNA的合成先涉及病毒RNA聚合酶，這不使本題轉譯步驟改為病毒酵素主導；S蛋白通常由次基因體RNA編碼，不能誤說所有棘蛋白都從完整基因體直接轉譯。SARS-CoV-2不是靠先反轉錄成cDNA製造S蛋白。,"350,351,352,404,405","399,400,401,453,454",Codex /root,ISU-112-R2-Q26
ISU-112-Q27,FORMAL,False,C,C,未列於本輪取得112生物釋疑PDF4下方至7；依同年度答案PDF1最下方生物表採計；不宣稱不存在其他未取得公告,24,24,3,1,,questions/Q27.png,f8f3e35ae59e8e082a00141add90ccd382e61fe9c1f643015345026c3bfcf52f,L2636,40.2 / Homeostasis,L2671,40.4 / Influences on Metabolic Rate,40.2 / Homeostasis：本題比較受維持的內環境變數與隨狀態變動的量，主目為Homeostasis。,40.4 / Influences on Metabolic Rate：Influences on Metabolic Rate直接說明活動等因素造成代謝速率變動，是辨識C所需的同章最小次目。,官方C。代謝速率會隨活動、體型及生理狀態改變，並非像體溫、血糖與pH那樣圍繞相對窄範圍維持的同類變數。但代謝速率受內分泌與恆定系統調控，C不能解作代謝完全與恆定無關；其他三者亦非數值永不變動。,"881,882,883,891,892","930,931,932,940,941",Codex /root,ISU-112-R2-Q27
ISU-112-Q28,FORMAL,False,C,C,未列於本輪取得112生物釋疑PDF4下方至7；依同年度答案PDF1最下方生物表採計；不宣稱不存在其他未取得公告,25,25,4,1,,questions/Q28.png,0eba4ec736551044ee660b9332d57c35c875e698f18b693082248a7d8023bdfa,L0225,"5.1 / Macromolecules are polymers, built from monomers",,,"5.1 / Macromolecules are polymers, built from monomers：Concept 5.1的概念檢查印刷68直接要求辨識四大生物分子類別並問哪一類不是聚合物；本題辨識類別，不能硬套某單一類別的下位條目。",無另列最小次條目；概念檢查68直接提出四大類及非聚合物一類，證明此最小概念適用。原題不考單一分子類別的下位機制，不任意挑四類之一作主目；C與脂質例外一併保存。,官方C。四大類為蛋白質、碳水化合物、脂質、核酸；官能基、元素或混雜DNA/RNA與單體的選項不構成這四大類。Concept 5.1標題談聚合物，但正文及概念檢查明確區分脂質不是典型聚合物，未將四類全部說成聚合物。,"66,67,68,72,75,84","115,116,117,121,124,133",Codex /root,ISU-112-R2-Q28
ISU-112-Q29,FORMAL,False,D,D,未列於本輪取得112生物釋疑PDF4下方至7；依同年度答案PDF1最下方生物表採計；不宣稱不存在其他未取得公告,25,25,4,1,,questions/Q29.png,dac141f8be517230effdae74daa25feb4b2b9eb951871999f046e2796c36014d,L1010,16.2 / DNA Replication: A Closer Look,L1052,17.2 / Synthesis of an RNA Transcript,16.2 / DNA Replication: A Closer Look：拓樸異構酶切斷、旋轉並重接DNA以解除應力的直接機制在DNA Replication: A Closer Look，故以此最小機制條目為主。,17.2 / Synthesis of an RNA Transcript：Synthesis of an RNA Transcript是原題實際轉錄場景的最小條目，保留RNA聚合酶移動的次分類而不改寫成複製題。,官方D。拓樸異構酶處理DNA拓樸應力；Campbell該酵素例子在複製段落，原題卻問轉錄，二者情境差異保留。1989原始實驗支持轉錄前方正超螺旋、後方負超螺旋，故「兩旁旋得更緊」不精確。解旋酶開股、ligase封口均不等於解除此拓樸限制的完整功能。,"322,323,324,343,344","371,372,373,392,393",Codex /root,ISU-112-R2-Q29
ISU-112-Q30,FORMAL,False,A,A,未列於本輪取得112生物釋疑PDF4下方至7；依同年度答案PDF1最下方生物表採計；不宣稱不存在其他未取得公告,25,25,4,1,,questions/Q30.png,9d81c7f70c654f2534ab091af6899c9486901f6abc55c6e3cd6b576f7b5919f9,L1013,16.2 / Proofreading and Repairing DNA,L1091,17.5 / Using CRISPR to Edit Genes and Correct Disease-Causing Mutations,16.2 / Proofreading and Repairing DNA：比較DNA損害修復準確度，Proofreading and Repairing DNA最小條目提供修復原理。,17.5 / Using CRISPR to Edit Genes and Correct Disease-Causing Mutations：CRISPR基因編輯條目描述雙股斷裂有無同源模板的修復結果，補足端接合與模板導向修復的機制比較。,官方A。在需加工受損末端且沒有長同源模板時，NHEJ可出現插入／缺失，符合一般教學中的較易出錯類別；但相容末端能精確接合，不能把「精確率最差」當成不依細胞、受損型態或底物而永遠成立的排名。,"327,328,360,361","376,377,409,410",Codex /root,ISU-112-R2-Q30
