題號,分類狀態,待審,原答案,採計答案,釋疑,本地原卷PDF頁,官方混科卷生物PDF頁,原卷印刷頁,答案PDF頁,官方答案PDF頁,釋疑PDF頁,原圖,原圖SHA256,主條目ID,主分類,次條目ID,次分類,主分類理由,次分類理由,科學說明,課本印刷頁,課本PDF頁,覆核者,覆核紀錄
ISU-106-Q11,FORMAL,False,B,B,未列本輪取得的106年度生物釋疑PDF26–28；依同年答案採計，不宣稱沒有其他未取得公告,1,18,1,1,24,,questions/Q11.png,33c53237271ed7fdc43084ce0db626fb7c4766784235fbac9d04f77e8cc42c4a,L0656,10.3 / Linear Electron Flow,,,10.3 / Linear Electron Flow：線性電子流末端將電子交給NADP+，最小分類無須擴成整章光合作用。,無另列最小次條目；197–198線性流末端NADP+還原，選B；原圖只有電子接受者，未加primary，故不需為題目補字，也無需次掛呼吸的NAD+。,官方B。在題列選項中NADP+接受電子被還原為NADPH；NADPH是還原產物，NAD+通常參與呼吸。題幹未說初級電子受體，因此不能把NADP+稱作光系統反應中心的primary electron acceptor。,"197,198","246,247",Codex /root,ISU-106-R2-Q11
ISU-106-Q12,FORMAL,False,C,C,未列本輪取得的106年度生物釋疑PDF26–28；依同年答案採計，不宣稱沒有其他未取得公告,1,18,1,1,24,,questions/Q12.png,ceb8c4c4e330bf28c7f26baa2e635685740e5732e8f060be3a1a181a169b2d17,L2843,42.6 / Control of Breathing in Humans,,,42.6 / Control of Breathing in Humans：延腦對腦脊髓液pH變化調節呼吸是本條目的直接內容。,無另列最小次條目；946–947界定腦脊髓液pH及延腦呼吸控制，C確認；同一最小條目已完整涵蓋，無需將一般腎臟酸鹼調節掛入。,官方C。CO2可影響腦脊髓液H+濃度，延腦中央化學受器主要經pH變化調節呼吸；不可把此題簡寫成直接偵測血中H+或直接偵測氧分壓，周邊受器另有角色。,"946,947","995,996",Codex /root,ISU-106-R2-Q12
ISU-106-Q13,FORMAL,False,D,D,106年度6/23審議會議釋疑：最終採計D（原答案D）,1,18,1,1,24,27,questions/Q13.png,d4630bf3b3aa614318e77a5533e1c8f4886e3b1e22b2d91d827a31786022fb5a,L3351,50.2 / Hearing and Equilibrium in Mammals,L3341,50.1 / Types of Sensory Receptors,50.2 / Hearing and Equilibrium in Mammals：哺乳類耳蝸毛細胞把機械刺激轉成訊息，直接支援細胞層級答案。,50.1 / Types of Sensory Receptors：毛細胞屬機械受器，保留感覺受器種類的較一般原理。,官方及同年釋疑D。耳蝸為包含聽覺構造的器官，真正感受機械位移的是毛細胞；半規管與耳石裝置主要參與平衡。原題把otolith列作耳石細胞，術語照存，不把器官或耳石本身當成聽覺受器細胞。,"1110,1112,1113,1114,1115","1159,1161,1162,1163,1164",Codex /root,ISU-106-R2-Q13
ISU-106-Q14,FORMAL,False,B,B/C,106年度6/23審議會議釋疑：最終採計B/C（原答案B）,2,19,2,1,24,27,questions/Q14.png,fd06ca2fe483f50d0b79aa22238c30fb8abcede4619fd2879a2378682a933440,L0676,10.5 / C4 Plants,L0665,10.4 / The Calvin cycle uses the chemical energy of ATP and NADPH to reduce CO2 to sugar,10.5 / C4 Plants：C4初始固碳、四碳酸運送與葉肉／維管束鞘空間分工為判斷核心。,10.4 / The Calvin cycle uses the chemical energy of ATP and NADPH to reduce CO2 to sugar：卡爾文循環利用C4途徑釋出的CO2，此共同循環另存同章次目。,原答案B；同年釋疑因C的「維管素」誤植亦採C，最終B/C。PEP為受體，不是第一個固定產物，第一個四碳產物是oxaloacetate；典型途徑經malate向bundle-sheath cells供CO2。原字「維管素」保留，不能悄悄改成維管束鞘，也不能說蘋果酸只要進入一般維管束即可。,"201,202,203,204,205","250,251,252,253,254",Codex /root,ISU-106-R2-Q14
ISU-106-Q15,FORMAL,False,C,C,未列本輪取得的106年度生物釋疑PDF26–28；依同年答案採計，不宣稱沒有其他未取得公告,2,19,2,1,24,,questions/Q15.png,c62a90895e0c602f29da463214ef7d6c692083e8dce000e91125c342001a35b1,L2853,42.7 / Respiratory Pigments,,,42.7 / Respiratory Pigments：血紅素氧結合曲線與Bohr效應位於呼吸色素條目。,無另列最小次條目；947–949以Bohr效應核對pH，C使親和力提高而較不易放氧；選定Respiratory Pigments即可涵蓋，不另把pH當獨立酸鹼章題。,"官方C。pH升高相對降低H+效應，使血紅素對氧親和力提高，曲線左移；CO2、溫度或2,3-DPG升高的典型效應為右移。左右移比較是在其餘條件可比下，不把親和力提高等同組織放氧增加。","947,948,949","996,997,998",Codex /root,ISU-106-R2-Q15
ISU-106-Q16,FORMAL,False,C,C,106年度6/23審議會議釋疑：最終採計C（原答案C）,2,19,2,1,24,27,questions/Q16.png,94c8b90432075089f06790071d02caeb9ef460982e7f0f9f34d573012e8153c8,L2974,44.4 / From Blood Filtrate to Urine: A Closer Look,,,44.4 / From Blood Filtrate to Urine: A Closer Look：近曲小管分泌H+並以氨緩衝的腎元過程直接對應排酸。,無另列最小次條目；988實文支持腎小管NH3/H+，具名胺基酸由官方27及腎綜述可見段補足，未冒用未取得Vander。分類是腎元排酸而非蛋白質食物消化，C保持。,官方及同年釋疑C。glutamine代謝供NH4+／NH3並產生HCO3−，尿中排出銨有助淨排酸。Campbell988說明NH3緩衝H+，沒有在該段具名glutamine；具名原料由同年釋疑引用Vander14e518–519及腎臟綜述的可見段落補足，未取得Vander原書，PMC直連回應為驗證頁而非全文。,"987,988","1036,1037",Codex /root,ISU-106-R2-Q16
ISU-106-Q17,FORMAL,False,B,B,未列本輪取得的106年度生物釋疑PDF26–28；依同年答案採計，不宣稱沒有其他未取得公告,2,19,2,1,24,,questions/Q17.png,e3250f49c8cf6fa5ac3896421a066e2bf1e051be11f74d6e0c4fa7d9d6199cc5,L2740,41.5 / Regulation of Digestion,L2714,41.3 / Digestion in the Small Intestine,41.5 / Regulation of Digestion：CCK協調胰臟及膽囊並減慢胃排空，屬消化的激素調節。,41.3 / Digestion in the Small Intestine：小腸接受胰臟消化酵素是CCK效應的作用位置與功能。,官方B。小腸內分泌細胞分泌CCK，刺激富含消化酵素的胰液及膽囊收縮，並抑制胃排空；它不是由膽囊黏膜產生，也不以促進胃酸為此題答案。胰液碳酸氫根分泌尤其與secretin相關。,"908,909,915,916,1004","957,958,964,965,1053",Codex /root,ISU-106-R2-Q17
ISU-106-Q18,FORMAL,False,B,B,未列本輪取得的106年度生物釋疑PDF26–28；依同年答案採計，不宣稱沒有其他未取得公告,2,19,2,1,24,,questions/Q18.png,a066cf3ffa7f8154b691bc3031409794536ffac5d5581e583077991c05c112ac,L3384,50.5 / Other Types of Muscle,L3209,48.3 / Generation of Action Potentials: A Closer Look,50.5 / Other Types of Muscle：心肌及平滑肌與骨骼肌的比較直接涉及動作電位持續時間差異。,48.3 / Generation of Action Potentials: A Closer Look：神經動作電位的時程機制用作跨細胞類型比較。,官方B，教材1131說明心肌動作電位明顯長於骨骼肌。題幹未指定平滑肌種類，不能科學上宣稱任何心肌都比任何平滑肌長；Burdyga與Wray2005摘要報導輸尿管平滑肌300–800 ms。其更正公告只更正圖3引用與電壓軸，未更改該摘要時程。保留官方採計與比較範圍的差異，不擅加C採計。,"1073,1074,1131","1122,1123,1180",Codex /root,ISU-106-R2-Q18
ISU-106-Q19,FORMAL,False,C,C,未列本輪取得的106年度生物釋疑PDF26–28；依同年答案採計，不宣稱沒有其他未取得公告,2,19,2,1,24,,questions/Q19.png,4cb8836c6410b016bb44d3df382726537d8b4e88879b592f9d585d614c3b15f1,L0724,11.3 / Small Molecules and Ions as Second Messengers,,,11.3 / Small Molecules and Ions as Second Messengers：腺苷酸環化酶使ATP形成cAMP，屬小分子第二訊使機制。,無另列最小次條目；223–225的因果方向支持C：cyclase生成、PKA下游。實看PDF38目錄為Small Molecules and Ions as Second Messengers，文字目錄省略Ions as另記；此最小條目已足夠，不因enzyme再泛列催化章。,官方C。adenylate／adenylyl cyclase活化提高cAMP生成；protein kinase A主要是cAMP下游效應者，phosphodiesterase則分解cAMP。磷脂酶C主要生成IP3與DAG，不能和腺苷酸環化酶混用。,"223,224,225","272,273,274",Codex /root,ISU-106-R2-Q19
ISU-106-Q20,FORMAL,False,C,C,未列本輪取得的106年度生物釋疑PDF26–28；依同年答案採計，不宣稱沒有其他未取得公告,2,19,2,1,24,,questions/Q20.png,9a47412f1cff76226b4003345ac779f9f8bfd6995a995bf218d9c6f4c020c724,L0346,6.4 / The Golgi Apparatus: Shipping and Receiving Center,L0391,6.7 / The Extracellular Matrix (ECM) of Animal Cells,6.4 / The Golgi Apparatus: Shipping and Receiving Center：高基氏體對分泌路徑蛋白的醣鏈加工直接對應題幹突變。,6.7 / The Extracellular Matrix (ECM) of Animal Cells：胞外基質含糖蛋白及蛋白聚醣，是受損產物的重要去向。,官方C。在列出的兩兩組合中，高基氏體加工及胞外基質成分最直接受影響。蛋白醣化亦在ER開始，不能說所有多醣修飾僅在Golgi發生；「最可能」也不表示其他細胞功能完全不受影響。題目說polysaccharide，教材同時區分glycoprotein與proteoglycan，保留用詞層級。,"105,106,107,118,119","154,155,156,167,168",Codex /root,ISU-106-R2-Q20
ISU-106-Q21,FORMAL,False,D,D,106年度6/23審議會議釋疑：最終採計D（原答案D）,2,19,2,1,24,27,questions/Q21.png,5b3a594091f0e3dfdcf9c5b8ca45af1db666db24b7d4ef87150003b306a557fc,L1199,19.2 / Replicative Cycles of Phages,L1189,19.1 / Structure of Viruses,19.2 / Replicative Cycles of Phages：噬菌體裂解宿主的過程決定D所述靶標是否正確。,19.1 / Structure of Viruses：病毒基因體可為DNA或RNA及單雙股，需比較A、B選項。,官方與同年釋疑D。lysin／endolysin主要水解肽聚醣細胞壁，不能把直接作用靶標寫成細胞膜；膜穿孔與holin等機制有別。dsRNA噬菌體及ssDNA噬菌體確實存在，S21原始研究提供dsRNA實例及lysin細胞壁作用。本年度釋疑只詳證dsRNA選項，未詳證C的療法歷史；該歷史不是判斷D靶標錯誤的依據。,"399,400,401,402,403,404","448,449,450,451,452,453",Codex /root,ISU-106-R2-Q21
ISU-106-Q22,FORMAL,False,B,B,未列本輪取得的106年度生物釋疑PDF26–28；依同年答案採計，不宣稱沒有其他未取得公告,2,19,2,1,24,,questions/Q22.png,776a022846addb97f0c8ff91ed03b8e3d120a19fe6473356cf59b0c53ace5019,L0539,8.5 / Allosteric Regulation of Enzymes,L0614,9.6 / Regulation of Cellular Respiration via Feedback Mechanisms,8.5 / Allosteric Regulation of Enzymes：題幹明定結合非活性位置，直接定義異位調控。,9.6 / Regulation of Cellular Respiration via Feedback Mechanisms：檸檬酸對PFK的代謝回饋是此調控在呼吸作用中的例子。,官方B。抑制物結合調控位點改變酵素活性，屬allosteric regulation；競爭抑制通常與受質競逐活性位置。代謝上屬負回饋，非D的正回饋；也不能由異位結合直接推定某一簡化酵素動力學的純非競爭抑制模型。,"160,161,183,184","209,210,232,233",Codex /root,ISU-106-R2-Q22
ISU-106-Q23,FORMAL,False,D,C/D,106年度6/23審議會議釋疑：最終採計C/D（原答案D）,2,19,2,1,24,27,questions/Q23.png,eb5c27b20f61a702d3e077236174aab201baab5108d6e89f8b4af650bc5f715c,L0450,7.4 / The Need for Energy in Active Transport,L0456,7.4 / Cotransport: Coupled Transport by a Membrane Protein,7.4 / The Need for Energy in Active Transport：ATP驅動Na+外排、K+內運及構形切換屬初級主動運輸。,7.4 / Cotransport: Coupled Transport by a Membrane Protein：幫浦建立Na+梯度，再由另一載體同運糖，須保存同章的次級主動運輸條目。,原答案D；同年釋疑增列C，最終C/D。每典型循環3Na+向外、2K+向內；E1朝胞質且對Na+高親和，原C、D方向錯誤。B為梯度驅動同運，不是同一幫浦直接攜糖。A的α2β2四聚體也不宜當通用現代定義：2022人類α3結構呈α、β、FXYD的1:1:1複合體；此科學差異另記，官方未因此增採A。,"136,137,138","185,186,187",Codex /root,ISU-106-R2-Q23
ISU-106-Q24,FORMAL,False,D,D,未列本輪取得的106年度生物釋疑PDF26–28；依同年答案採計，不宣稱沒有其他未取得公告,3,20,3,1,24,,questions/Q24.png,22f02a9e7180277addcbec292371f2f9f00ae65ab899be28ef1d40a4a1aa4f69,L0656,10.3 / Linear Electron Flow,L0659,10.3 / Cyclic Electron Flow,10.3 / Linear Electron Flow：PSII的水氧化是線性電子流中產氧來源，光照測氧最貼近題意。,10.3 / Cyclic Electron Flow：PSI循環電子流可產ATP而不產O2，保留與線性流的同章對照。,官方D。比較光照時是否釋出O2，可檢查PSII相關水氧化；黑暗測氧無法提供同等區別。無氧釋放本身仍可能有其他原因，需光照、活性等控制，不能當唯一診斷。原題以葉綠體及缺PSII仍生存作設境，不將無氧光合細菌誤說成具有葉綠體。,"197,198,199","246,247,248",Codex /root,ISU-106-R2-Q24
ISU-106-Q25,FORMAL,False,D,D,106年度6/23審議會議釋疑：最終採計D（原答案D）,3,20,3,1,24,27,questions/Q25.png,d33620153c7d5dd91f1ed17e3857f83eccc7f43f40f48fd75e3955e6b232072f,L1059,17.3 / Alteration of mRNA Ends,L1129,18.2 / Mechanisms of Post-transcriptional Regulation,17.3 / Alteration of mRNA Ends：5′cap及poly-A tail對mRNA端點的加工與保護是主考點。,18.2 / Mechanisms of Post-transcriptional Regulation：穩定性、降解及轉譯效率的後轉錄調控補足I及IV判斷。,官方及同年釋疑D，即II、III。mRNA壽命不一，端帽與poly-A尾可減緩降解，也參與轉譯。實讀本地12e印刷345正文把先合成且加5′cap的端點誤寫成3′ end；同頁Figure17.11顯示正確的5′cap位置。將這項教材文字／圖示差異明記，不能隨誤字把cap接在3′端。,"345,346,377,378,379","394,395,426,427,428",Codex /root,ISU-106-R2-Q25
ISU-106-Q26,FORMAL,False,A,A,未列本輪取得的106年度生物釋疑PDF26–28；依同年答案採計，不宣稱沒有其他未取得公告,3,20,3,1,24,,questions/Q26.png,d093a67aa8a2463da8de1eda17c59a3c77fe590404babf25af3eadc5462d79a6,L0789,12.3 / The Cell Cycle Control System,,,12.3 / The Cell Cycle Control System：MPF活化與cyclin濃度週期變化是細胞週期控制系統的具體機制。,無另列最小次條目；244–248控制系統顯示cyclin週期性消長及Cdk持續，A確認；題目不考染色體移動，沒有多掛分裂步驟次目的理由。,官方A。MPF由cyclin與Cdk組成，cyclin降解讓複合體失活，Cdk可保留供後續週期使用；不是將整體外泌，也不是將Cdk降解後外泌。題幹「分裂結束後」為概括時序，cyclin破壞在退出M期過程發生。,"244,245,246,247,248","293,294,295,296,297",Codex /root,ISU-106-R2-Q26
ISU-106-Q27,FORMAL,False,C,C,106年度6/23審議會議釋疑：最終採計C（原答案C）,3,20,3,1,24,27,questions/Q27.png,7d9e79f5be09b66b70f7651d9fe666f588a7908639d1fa4c337229bd67d10585,L0843,13.3 / A Comparison of Mitosis and Meiosis,"L0840,L0770",13.3 / Crossing Over and Synapsis During Prophase I ; 12.2 / Phases of the Cell Cycle,13.3 / A Comparison of Mitosis and Meiosis：以有絲分裂和減數分裂比較，能界定同源染色體聯會的專屬過程。,13.3 / Crossing Over and Synapsis During Prophase I：聯會及互換於減數前期I的直接機制；12.2 / Phases of the Cell Cycle：染色體與胞器複製在分裂前間期，保留廣義細胞週期與狹義M期差別,官方及同年釋疑C。synapsis是減數分裂I前期的同源染色體配對，非典型體細胞有絲分裂。B原圖只有「姊妹染色體」而無動詞，不補寫成完整事件；A染色體複製在S期而非狹義M期，所以官方依廣義分裂過程採C，文字不嚴密另留。,"237,238,239,240,262,263,264","286,287,288,289,311,312,313",Codex /root,ISU-106-R2-Q27
ISU-106-Q28,FORMAL,False,B,B,106年度6/23審議會議釋疑：最終採計B（原答案B）,3,20,3,1,24,27,questions/Q28.png,2893a2bd633ca1f3c5bf4bad2908c6ad074afca883e9c577bbf13ae5a4c0feb6,L0945,15.2 / Inheritance of X-Linked Genes,"L0914,L0882",14.4 / Dominantly Inherited Disorders ; 14.2 / The Multiplication and Addition Rules Applied to Monohybrid Crosses,15.2 / Inheritance of X-Linked Genes：條件已限定男性子代，X連鎖色盲的母子傳遞是最容易誤用的判斷。,14.4 / Dominantly Inherited Disorders：正常祖父使矮小父親確定為顯性性狀異型合子；14.2 / The Multiplication and Addition Rules Applied to Monohybrid Crosses：獨立遺傳事件機率相乘，須區分條件機率與全體出生機率,官方及同年釋疑B。設矮小D，父Dd（其父dd）、母dd；身高正常機率1/2。母XcXc且父XNY，所有兒子均XcY，故在男性下一代中正常身高且色盲為1/2×1=1/2。若問全體孩子且男女各半才再乘1/2得1/4；不改原题「男性下一代中」範圍。,"277,287,299,300","326,336,348,349",Codex /root,ISU-106-R2-Q28
ISU-106-Q29,FORMAL,False,D,D,未列本輪取得的106年度生物釋疑PDF26–28；依同年答案採計，不宣稱沒有其他未取得公告,3,20,3,1,24,,questions/Q29.png,cc9ea391453de4a2b977cc555bbff43090b61b3312b84f9b1cad3d70e99fa120,L1728,27.2 / Genetic Recombination,,,27.2 / Genetic Recombination：同一最小條目比較轉形、轉導、接合，正好涵蓋逐項排除條件。,無另列最小次條目；579–581的三種基因交換機制支持題設D，但保留感受態和其他接合系統界線；同一Genetic Recombination條目已包含完整比較，沒有必要重掛病毒章。,官方D。題設排除F相關接合與噬菌體介導转導，剩下攝取游離DNA的轉形。必須有可利用DNA及感受態／適當條件，不能據此斷言所有大腸桿菌在任意環境都能天然轉形；沒有F因子亦不普遍排除其他接合系統。保留題設簡化與實際必要條件。,"579,580,581","628,629,630",Codex /root,ISU-106-R2-Q29
ISU-106-Q30,FORMAL,False,B,B,106年度6/23審議會議釋疑：最終採計B（原答案B）,3,20,3,1,24,27,questions/Q30.png,10beaaed0dfd0f5ea07f811ca937ea2cd9f5f150a07c0858575d486c96d516f5,L0268,5.4 / Protein Structure and Function,,,5.4 / Protein Structure and Function：蛋白序列、摺疊及結構功能的關係決定chaperonin是否指定三級結構。,無另列最小次條目；完整題文、官方27及教材83均按序列提供結構資訊區分B，主5.4最小葉確認；正文未具名chaperonin及HSP的缺口明示，未以不存在的小標製造目錄條目。,官方及同年釋疑B。胺基酸序列在適當環境下提供摺疊資訊，chaperonin協助達到適當摺疊並減少錯誤聚集，不負責指定序列所編碼的三級構形。Campbell83支持序列／摺疊關係，但該頁沒有chaperonin具名敘述；同年釋疑直接確認助摺疊與決定構形的區別，未逐項詳證C/D的品質控制及熱休克敘述，不能冒充12e逐字內容。,"78,79,80,81,82,83,84","127,128,129,130,131,132,133",Codex /root,ISU-106-R2-Q30
