題號,分類狀態,待審,原答案,採計答案,釋疑,本地原卷PDF頁,官方混科卷生物PDF頁,原卷印刷頁,答案PDF頁,釋疑PDF頁,原圖,原圖SHA256,主條目ID,主分類,次條目ID,次分類,主分類理由,次分類理由,科學說明,課本印刷頁,課本PDF頁,覆核者,覆核紀錄
ISU-111-Q11,FORMAL,False,A,A,未列於本輪取得111生物釋疑PDF4下方及5；依同年度答案PDF1最下方生物表採計；不宣稱不存在其他未取得公告,23,23,1,1,,questions/Q11.png,e82c7ac27c73af225e1c680a3d49e7cf8f83f6fadcd2cf41974f38e918ff5b03,L1075,17.4 / Completing and Targeting the Functional Protein,,,17.4 / Completing and Targeting the Functional Protein：354頁蛋白質標的訊號與去向直接對應缺少signal peptide的細胞質蛋白。,無另列最小次條目；354頁另有導向粒線體等的訊號；A依題設最不需要，主蛋白標的定位即可。,官方A。預期留在細胞質的蛋白不需分泌路徑訊號；粒線體蛋白則常有自己的導入序列，不能把「不經ER」誤作完全無標的訊號。題目採一般定位規則，不外推所有非典型分泌途徑。,"352,353,354","401,402,403",Codex /root,ISU-111-R2-Q11
ISU-111-Q12,FORMAL,False,A,A,未列於本輪取得111生物釋疑PDF4下方及5；依同年度答案PDF1最下方生物表採計；不宣稱不存在其他未取得公告,23,23,1,1,,questions/Q12.png,fae73c33d079265cd15548ec45a964be130dddb9613ced1f40b3584ccc7330b8,L2111,33.3 / Flatworms,,,33.3 / Flatworms：697頁絛蟲無口及胃循環腔，靠體表吸收宿主消化產物；最小目錄Flatworms直接涵蓋。,無另列最小次條目；697頁絛蟲lack a mouth and gastrovascular cavity是直接證據；渦蟲仍有消化腔，不能把整個Flatworms特徵等同絛蟲。,官方A絛蟲。渦蟲等有胃循環腔；不能把所有扁形動物都說成沒有消化系統。697頁完整文字在跨頁Tapeworms段落續行，已另讀而非只憑696頁小標題。,"694,695,696,697","743,744,745,746",Codex /root,ISU-111-R2-Q12
ISU-111-Q13,FORMAL,False,B,B,未列於本輪取得111生物釋疑PDF4下方及5；依同年度答案PDF1最下方生物表採計；不宣稱不存在其他未取得公告,24,24,2,1,,questions/Q13.png,c3baff6674d2095ef340945993799ef7f805a9d2fd13e0229df9b21a21f6d669,L0608,9.6 / The Versatility of Catabolism,L0611,9.6 / Biosynthesis (Anabolic Pathways),9.6 / The Versatility of Catabolism：182–183頁脂肪分解、beta氧化及脂肪燃料利用提供飢餓代謝分類主軸。,9.6 / Biosynthesis (Anabolic Pathways)：183頁生合成說明脂肪合成與分解的方向差異，對應malonyl-CoA為合成原料。,官方B malonyl-CoA最不易升高。以飢餓及未控制的胰島素缺乏性糖尿病肝代謝為情境，脂肪氧化和酮體生成增加而脂肪合成受抑；malonyl-CoA抑制CPT1的精確機制由1977原始研究及原作者2012回顧補足。Campbell未直接列此中間物；不可外推全部糖尿病型別、組織及時期皆相同。,"182,183","231,232",Codex /root,ISU-111-R2-Q13
ISU-111-Q14,FORMAL,False,C,C,未列於本輪取得111生物釋疑PDF4下方及5；依同年度答案PDF1最下方生物表採計；不宣稱不存在其他未取得公告,24,24,2,1,,questions/Q14.png,7d6e3711ffee50751350e3d1ceea2c6bd2d4f225bec46b7ce6049c2d48611a91,L1738,27.3 / Nitrogen Metabolism,L2463,37.3 / Bacteria and Plant Nutrition,27.3 / Nitrogen Metabolism：582頁定義固氮為N2還原成NH3，直接回答反應類型。,37.3 / Bacteria and Plant Nutrition：815頁根瘤共生固氮說明植物可利用的氮來源，不把固氮誤當植物自行執行。,官方C固氮。硝化是銨轉成亞硝酸／硝酸，反硝化方向回到N2；植物同化硝酸也不等於固定大氣N2。,"582,814,815","631,863,864",Codex /root,ISU-111-R2-Q14
ISU-111-Q15,FORMAL,False,D,D,未列於本輪取得111生物釋疑PDF4下方及5；依同年度答案PDF1最下方生物表採計；不宣稱不存在其他未取得公告,24,24,2,1,,questions/Q15.png,f80436655347991d6b3eb03b250fdb9521133d32cf30644932a0064b90bad693,L3424,51.2 / Learning,,,51.2 / Learning：1146頁以兩刺激形成聯結的古典制約，直接涵蓋燈光與食物反覆配對。,無另列最小次條目；原D為關聯性學習；燈光—食物可細分古典制約但不能替換原選項名稱，Learning最小條目確認。,官方D關聯性學習；情境可細分為古典制約，屬於Learning最小目錄。操作制約則將行為與後果配對；原D文字是關聯性學習，未擅自換成較窄名詞。,"1144,1145,1146","1193,1194,1195",Codex /root,ISU-111-R2-Q15
ISU-111-Q16,FORMAL,False,C,C,未列於本輪取得111生物釋疑PDF4下方及5；依同年度答案PDF1最下方生物表採計；不宣稱不存在其他未取得公告,24,24,2,1,,questions/Q16.png,811bc882a02fb3ba974329762a57cd49de9710b63388beb8051580df0734c97e,L0711,11.2 / Intracellular Receptors,,,11.2 / Intracellular Receptors：220–221頁胞內類固醇受器複合體直接調控轉錄，是cortisol受器的分子作用模式。,無另列最小次條目；題目要求入核調控基因的分子，胞內受器220–221頁是直接機制，具體cortisol為此家族例子。,官方C。Campbell以醛固酮為圖例，支援同類胞內受器原理；cortisol結合受器可調節核內基因表現，不把所有激素受器都等同膜受器或保證每個類固醇作用只經此路徑。,"220,221","269,270",Codex /root,ISU-111-R2-Q16
ISU-111-Q17,FORMAL,False,A,A,未列於本輪取得111生物釋疑PDF4下方及5；依同年度答案PDF1最下方生物表採計；不宣稱不存在其他未取得公告,24,24,2,1,,questions/Q17.png,caa9bac2f69486ab63c958d035f3d9d46ad17cf28c4e312d9fb51b2b8f6e10b0,L0242,5.2 / Polysaccharides,,,5.2 / Polysaccharides：72頁Figure5.8幾丁質單體结構實圖及含氮葡萄糖衍生物段落直接回答聚合單體。,無另列最小次條目；另看PDF121／印刷72圖5.8，C2的NHCOCH3可確認N-acetylglucosamine，不單靠檢索詞命中。,官方A N-acetylglucosamine。圖中C2位N-acetyl取代與β連結支持判讀，不是普通glucose或細菌壁的交替兩種胺基糖結構。,"70,71,72","119,120,121",Codex /root,ISU-111-R2-Q17
ISU-111-Q18,FORMAL,False,A,A,同年度釋疑維持原答案A,24,24,2,1,5,questions/Q18.png,19c18eb8f730c0d8888d2401f4d995e80858c0ab6646666cf7c04e146855d8e7,L0971,15.4 / Alterations of Chromosome Structure,,,15.4 / Alterations of Chromosome Structure：307–308頁染色體結構改變中的融合／易位，為compound chromosome的上位且真實最小目錄。,無另列最小次條目；FlyBase C(1)RM同時homo_compound及attached-X；官方A保留但不把C詞族全排除。分類於結構改變，具名定義明記外部證據。,官方A compound chromosome，111釋疑維持。Campbell沒有獨立compound名稱定義；FlyBase C(1)RM記為homo_compound，同義attached-X，兩X共用一著絲點。故compound與attached-X不互斥；公告「非所有attached chromosome皆可稱」依原文保留，不擴張成attached-X不是compound。Robertsonian等其他融合名詞不取代題設同源融合的官方用語。,"307,308","356,357",Codex /root,ISU-111-R2-Q18
ISU-111-Q19,FORMAL,False,B,B,未列於本輪取得111生物釋疑PDF4下方及5；依同年度答案PDF1最下方生物表採計；不宣稱不存在其他未取得公告,24,24,2,1,,questions/Q19.png,a265137b22ab69faded68f93603ceb785c2cdc7b591c5ae1317e1659d1c3acf8,L2789,42.3 / Blood Pressure,L2786,42.3 / Blood Flow Velocity,42.3 / Blood Pressure：931頁循環沿程壓力下降，靜脈最低，直接判斷把微血管列為最低的錯誤。,42.3 / Blood Flow Velocity：930–931頁總截面積最大導致微血管流速最低，必須與血壓分開。,官方B。最低流速不等於最低血壓，微血管總截面積很大，壓力則從動脈端往靜脈端下降；同章兩最小目錄均保留。,"930,931,932","979,980,981",Codex /root,ISU-111-R2-Q19
ISU-111-Q20,FORMAL,False,D,D,未列於本輪取得111生物釋疑PDF4下方及5；依同年度答案PDF1最下方生物表採計；不宣稱不存在其他未取得公告,24,24,2,1,,questions/Q20.png,101c450d3d2aa5679c0710803921f82e77a76f20eeaa77b989bcd63f3e1e946e,L3042,45.3 / Sex Hormones,,,45.3 / Sex Hormones：1014頁雄激素和雌激素同屬性激素；題目特定轉換屬這個最小範圍。,無另列最小次條目；補讀Endotext明列testosterone→estradiol，Campbell只承擔性激素分類，底物及產物來源界線清楚。,官方D testosterone可由aromatase轉成estradiol。Campbell此處支援性激素類別及作用，精確底物—產物由Endotext作者教材補足；不把膽固醇或所有雄激素都當作直接同一步底物。,"1014,1031,1032","1063,1080,1081",Codex /root,ISU-111-R2-Q20
ISU-111-Q21,FORMAL,False,C,C,未列於本輪取得111生物釋疑PDF4下方及5；依同年度答案PDF1最下方生物表採計；不宣稱不存在其他未取得公告,24,24,2,1,,questions/Q21.png,eaad04d6b036ca0d74c13bd85ccf95791170d8e64c41649ab6ce1bba20ea68aa,L1847,28.6 / Symbiotic Protists,,,28.6 / Symbiotic Protists：615頁珊瑚與共生原生生物的關係及白化直接對應共生藻流失。,無另列最小次條目；615頁共生者流失直接符合C；宿主可能仍活、骨骼暴露呈白，主Symbiotic Protists無須加一般溫室效應分類。,官方C。壓力下共生藻被排出或死亡可造成白化；白色不表示珊瑚骨骼新生變白，也不等同宿主在白化瞬間必已死亡。,"614,615","663,664",Codex /root,ISU-111-R2-Q21
ISU-111-Q22,FORMAL,False,A,A,未列於本輪取得111生物釋疑PDF4下方及5；依同年度答案PDF1最下方生物表採計；不宣稱不存在其他未取得公告,24,24,2,1,,questions/Q22.png,8fecb994ef9b4f1c41262ded4576460e871a94f491f662056dc9a981b82dbea6,L3137,47.1 / Cleavage,"L3147,L3144,L3114","47.2 / Developmental Adaptations of Amniotes ; 47.2 / Gastrulation ; 46.5 / Conception, Embryonic Development, and Birth",47.1 / Cleavage：1046–1048頁卵裂由合子形成細胞團，對應morula早於腔化胚泡的階段比較。,"47.2 / Developmental Adaptations of Amniotes：1053–1054頁羊膜動物胚胎構造對比哺乳類胚泡；47.2 / Gastrulation：1049頁原腸形成晚於卵裂及囊胚階段；46.5 / Conception, Embryonic Development, and Birth：1035頁人類受精後胚胎由細胞團成為blastocyst連結題目名詞。",官方A桑椹胚，早於胚泡、原腸胚等後續期。Campbell1035圖示細胞團進展到胚泡，未在所讀段落逐字命名morula；不偽造「Morula」最小目錄，保留卵裂及三個真實次條目。,"1035,1046,1047,1048,1049,1053,1054","1084,1095,1096,1097,1098,1102,1103",Codex /root,ISU-111-R2-Q22
ISU-111-Q23,FORMAL,False,B,B,未列於本輪取得111生物釋疑PDF4下方及5；依同年度答案PDF1最下方生物表採計；不宣稱不存在其他未取得公告,24,24,2,1,,questions/Q23.png,2560e227dfdbea2181fe3b56a357a68819e4f14f05cfc8ba17be09e28ffa5ac7,L2924,"43.4 / Exaggerated, Self-Directed, and Diminished Immune Responses",,,"43.4 / Exaggerated, Self-Directed, and Diminished Immune Responses：970–971頁過敏反應的IgE結合肥大細胞並釋放組織胺，直接說明急性過敏效應。",無另列最小次條目；970–971急性脫顆粒的效應者是肥大細胞；B細胞為上游抗體來源，不能取代本題即時反應主軸。,官方B mast cell。B細胞可產生抗體但不是本題即時脫顆粒效應細胞；IgE先結合受器、再次接觸抗原後交聯造成反應，不能將抗體合成與組織胺釋放混為一步。,"970,971","1019,1020",Codex /root,ISU-111-R2-Q23
ISU-111-Q24,FORMAL,False,D,D,未列於本輪取得111生物釋疑PDF4下方及5；依同年度答案PDF1最下方生物表採計；不宣稱不存在其他未取得公告,25,25,3,1,,questions/Q24.png,3183a3c332ebd0cd285472124c5a708c42c70bf294598a07d438add7fa22f9fb,L0792,12.3 / Loss of Cell Cycle Controls in Cancer Cells,L1169,18.5 / The Multistep Model of Cancer Development,12.3 / Loss of Cell Cycle Controls in Cancer Cells：249頁癌細胞誘導供應血管及治療，直接承接抑制血管新生的題目機轉。,18.5 / The Multistep Model of Cancer Development：392–393頁多步癌症模型與HER2標靶治療，支持Herceptin選項機轉辨別。,官方D Avastin（bevacizumab），NCI官方說明其阻斷VEGF而抑制血管新生。Herceptin主要標靶HER2，順鉑損傷DNA，Taxol干擾微管；Campbell沒有逐一列完四藥，具名Avastin機轉以NCI補足。,"248,249,391,392,393","297,298,440,441,442",Codex /root,ISU-111-R2-Q24
ISU-111-Q25,FORMAL,False,D,D,未列於本輪取得111生物釋疑PDF4下方及5；依同年度答案PDF1最下方生物表採計；不宣稱不存在其他未取得公告,25,25,3,1,,questions/Q25.png,840e53044595022c8a527092509df31525503b43012ab73ec39f16b48333e05d,L1123,18.2 / Regulation of Chromatin Structure,"L0981,L0942",15.5 / Genomic Imprinting ; 15.2 / The Chromosomal Basis of Sex,18.2 / Regulation of Chromatin Structure：371–373頁染色質修飾及DNA甲基化與表觀遺傳調控是四選項共同核心。,15.5 / Genomic Imprinting：310–311頁基因印痕是明確表觀遺傳案例；15.2 / The Chromosomal Basis of Sex：298–299頁性別決定提供染色體與環境決定方式的比較範圍。,官方D美國短吻鱷最不易受影響，保留採計；不能據此說溫度依賴性別決定沒有表觀遺傳。2014年原始研究已分析鱷魚SOX9與aromatase啟動子CpG甲基化的溫度差異，早於2022考試。四者「最不易」沒有題內定量標準，科學唯一性不強行補造；分類於表觀調控已明確。,"298,299,310,311,371,372,373","347,348,359,360,420,421,422",Codex /root,ISU-111-R2-Q25
ISU-111-Q26,FORMAL,False,D,D,同年度釋疑維持原答案D,25,25,3,1,5,questions/Q26.png,dba535ae7d66e45ff372f41c5df4bfaa9a80544020e24e8ebfc3a8d6fc34c1b4,L0313,6.1 / Microscopy,,,6.1 / Microscopy：94–97頁顯微鏡解析度、TEM內部超微構造及活細胞方法限制，完整涵蓋比較目的。,無另列最小次條目；96頁電子顯微鏡固定與死亡限制否定過度推論，螢光方法可研究功能；官方D限超微結構選擇，題文構造及功能兩詞均保存。,官方D TEM，釋疑以足夠解析度維持。原題同時寫「構造及功能」，TEM可看固定樣本超微結構，不能直接量測活粒線體功能；螢光顯微鏡配合探針可做活細胞功能研究，超解析能力亦須依方法界定。選D依精細構造的命題口徑，不將「唯有D」推廣為功能實驗唯一方法。,"94,95,96,97","143,144,145,146",Codex /root,ISU-111-R2-Q26
ISU-111-Q27,FORMAL,False,A,A,未列於本輪取得111生物釋疑PDF4下方及5；依同年度答案PDF1最下方生物表採計；不宣稱不存在其他未取得公告,25,25,3,1,,questions/Q27.png,d571d1618497c45696bb0db054aa9b79b5507e53e09a5fcbc89411d9977b29d9,L0529,8.4 / Effects of Local Conditions on Enzyme Activity,L3225,48.4 / Termination of Neurotransmitter Signaling,8.4 / Effects of Local Conditions on Enzyme Activity：158頁在酵素活性受局部條件影響段落直接寫sarin與乙醯膽鹼酯酶活性位點serine共價結合。,48.4 / Termination of Neurotransmitter Signaling：1079頁神經傳導物質終止機制補足AChE遭抑制後的突觸影響。,官方A serine；以本地正文具名直接證據判定。原題「乙醯膽鹼脂酶」照存，正確酵素名稱為乙醯膽鹼酯酶。不將一般不可逆抑制與所有毒素作用劃等號。,"157,158,159,1079,1080","206,207,208,1128,1129",Codex /root,ISU-111-R2-Q27
ISU-111-Q28,FORMAL,False,A,A,未列於本輪取得111生物釋疑PDF4下方及5；依同年度答案PDF1最下方生物表採計；不宣稱不存在其他未取得公告,25,25,3,1,,questions/Q28.png,7c06d6c76b658c70b41aef8b87c58c97b8ebf5d75a118b9b594245f1ba25f8a1,L0724,11.3 / Small Molecules and Ions as Second Messengers,L0708,11.2 / Receptors in the Plasma Membrane,11.3 / Small Molecules and Ions as Second Messengers：223–225頁第二傳訊者cAMP、IP3與Ca2+和產生它們的酵素區分，直接回答排除項。,11.2 / Receptors in the Plasma Membrane：217–219頁膜上GPCR活化G蛋白是上游來源，同章另存。,官方A phospholipase C是酵素，可切割磷脂生成IP3等，並非第二傳訊者。真實PDF38目錄作Small Molecules and Ions as Second Messengers，文字目錄漏Ions as；本輪年度條目保留別名與差異，未改原檔。,"217,218,219,223,224,225","266,267,268,272,273,274",Codex /root,ISU-111-R2-Q28
ISU-111-Q29,FORMAL,False,B,B,未列於本輪取得111生物釋疑PDF4下方及5；依同年度答案PDF1最下方生物表採計；不宣稱不存在其他未取得公告,25,25,3,1,,questions/Q29.png,7cb4f5301742e9e6e139aef11c8dc02f3d9bb94c17cafc09c3900fc695083e45,L1022,16.3 / A chromosome consists of a DNA molecule packed together with proteins,,,16.3 / A chromosome consists of a DNA molecule packed together with proteins：330頁DNA與組蛋白包裝，直接列lysine和arginine側鏈正電與DNA磷酸負電吸引。,無另列最小次條目；真實16.3無更小目錄；330頁富lysine/arginine直接支持B，使用Concept層而不冒造最小節。,官方B lysine。Concept16.3在真實目錄沒有下一層條目，所以使用概念本身，不另造Histones；histidine同屬可帶正電胺基酸不代表是本題組蛋白富含的最佳選項。,"330,331","379,380",Codex /root,ISU-111-R2-Q29
ISU-111-Q30,FORMAL,False,B,B,未列於本輪取得111生物釋疑PDF4下方及5；依同年度答案PDF1最下方生物表採計；不宣稱不存在其他未取得公告,25,25,3,1,,questions/Q30.png,a58edb42fdc947099bad4680f4b727a4c961e0723020debae9bd07b3614588fa,L1445,23.2 / The Hardy-Weinberg Equation,,,23.2 / The Hardy-Weinberg Equation：490–492頁哈溫平衡假設及等位頻率保持，直接回答不發生等位基因頻率改變的狀態。,無另列最小次條目；490–492假設成立才保持頻率，單一樣本比例不能作永續證明；最小哈溫方程式涵蓋假設。,官方B。在沒有突變、選汰、漂變、基因流等假設下p、q不變；一個時間點的基因型比例符合p²:2pq:q²，不能單憑此證明未來必永遠平衡。,"490,491,492","539,540,541",Codex /root,ISU-111-R2-Q30
ISU-111-Q31,FORMAL,False,D,D,未列於本輪取得111生物釋疑PDF4下方及5；依同年度答案PDF1最下方生物表採計；不宣稱不存在其他未取得公告,25,25,3,1,,questions/Q31.png,3a513d0d4ea1f544e847c39b57f610211707b1f4fce096ebd8f66fe8a7c01762,L1751,27.4 / Bacteria,,,27.4 / Bacteria：584頁細菌類群中的cyanobacteria直接執行產氧光合作用；目錄最小條目為Bacteria。,無另列最小次條目；584頁cyanobacteria明確產氧，化學自營與古菌不符題設；真實目錄Bacteria無更細Cyanobacteria葉。,官方D藍綠菌。利用水作電子來源並釋O2，與植物葉綠體關係一致；化學自營依化學氧化取能，不因能自營便等同產氧光合作用。,"583,584,585","632,633,634",Codex /root,ISU-111-R2-Q31
ISU-111-Q32,FORMAL,False,C,C,未列於本輪取得111生物釋疑PDF4下方及5；依同年度答案PDF1最下方生物表採計；不宣稱不存在其他未取得公告,25,25,3,1,,questions/Q32.png,85fb8d593d3f3cf4f0409d43ff7a6a9a16d2ab29422f606ba5d25f3c2787b71e,L1969,31.1 / Body Structure,L0242,5.2 / Polysaccharides,31.1 / Body Structure：656頁真菌體構造明列chitin細胞壁，直接辨識所問生物結構。,5.2 / Polysaccharides：72頁幾丁質作結構性多醣，補足物質性質及與植物纖維素的差異。,官方C幾丁質。纖維素及木質素典型於植物壁，肽聚醣典型於細菌壁；不把類真菌卵菌與真菌混為一類而更改答案。,"71,72,655,656","120,121,704,705",Codex /root,ISU-111-R2-Q32
