題號,分類狀態,待審,原答案,採計答案,釋疑,本地原卷PDF頁,官方混科卷生物PDF頁,原卷印刷頁,答案PDF頁,官方答案PDF頁,釋疑PDF頁,原圖,原圖SHA256,主條目ID,主分類,次條目ID,次分類,主分類理由,次分類理由,科學說明,課本印刷頁,課本PDF頁,覆核者,覆核紀錄
ISU-109-Q17,FORMAL,False,A,A,未列本輪取得的109年度釋疑PDF28–29；依同年答案採計，不宣稱沒有其他未取得公告,2,20,2,1,24,,questions/Q17.png,82ddd4da9b86b03af19f40a53ad3de62f95f559f20cf7b2eca183436d52a5555,L0608,9.6 / The Versatility of Catabolism,L0911,14.4 / Recessively Inherited Disorders,9.6 / The Versatility of Catabolism：錯誤選項涉及胺基酸代謝底物，主分類以分解代謝而非單看遺傳病名稱。,14.4 / Recessively Inherited Disorders：B選項的體染色體隱性模式亦須查核，另保留隱性遺傳疾病。,A為錯誤敘述。楓糖尿症涉及支鏈α-酮酸脫氫酶複合體，使亮胺酸、異亮胺酸、纈胺酸及其酮酸代謝受阻；苯丙胺酸代謝障礙是典型PKU線索。GeneReviews補足Campbell未列的具體疾病；完整原題英文確為maple syrup urine disease。,"182,183,285,286,287","231,232,334,335,336",Codex /root,ISU-109-R2-Q17
ISU-109-Q18,FORMAL,False,C,C,未列本輪取得的109年度釋疑PDF28–29；依同年答案採計，不宣稱沒有其他未取得公告,2,20,2,1,24,,questions/Q18.png,508c48ce65bef7b2a706fd7189ff3ca9562fbdebbf5aa81f677164518aa7c438,L1126,18.2 / Regulation of Transcription Initiation,L1052,17.2 / Synthesis of an RNA Transcript,18.2 / Regulation of Transcription Initiation：啟動子序列改變影響起始複合體募集及轉錄速率，主屬轉錄起始調控。,17.2 / Synthesis of an RNA Transcript：轉錄合成條目補足RNA聚合酶辨認啟動子的機制。,C為最直接後果。突變可提高、降低或不明顯改變轉錄率，非必然完全停止。啟動子定義有時涵蓋起始點附近，故不把B寫成在任何情況絕不可能；題設未提供變異位置，不能直接推論轉譯或剪接缺陷。,"342,343,344,373,374,375","391,392,393,422,423,424",Codex /root,ISU-109-R2-Q18
ISU-109-Q19,FORMAL,False,B,B,未列本輪取得的109年度釋疑PDF28–29；依同年答案採計，不宣稱沒有其他未取得公告,2,20,2,1,24,,questions/Q19.png,838e3dfdf0da920352fdcb0b988637a1d7de2308ba74d2caaa657a3660907c35,L0611,9.6 / Biosynthesis (Anabolic Pathways),L0255,5.3 / Steroids,9.6 / Biosynthesis (Anabolic Pathways)：膽固醇合成為合成代謝，目錄未獨立列膽固醇限速酵素。,5.3 / Steroids：Steroids提供膽固醇的化學類型與生物功能。,B。HMG-CoA reductase將HMG-CoA還原為mevalonate，是經典限速步驟；不等同HMG-CoA synthase。Campbell只有上位生合成框架，具體反應由公開生化教材支持；C選項Pamitoly-CoA拼字原樣保留。,"75,183","124,232",Codex /root,ISU-109-R2-Q19
ISU-109-Q20,FORMAL,False,C,C,未列本輪取得的109年度釋疑PDF28–29；依同年答案採計，不宣稱沒有其他未取得公告,2,20,2,1,24,,questions/Q20.png,143fe553cb373316a3a034485ecd7351cd6a60e8cded9601204ed10c9d0e71e3,L0608,9.6 / The Versatility of Catabolism,,,9.6 / The Versatility of Catabolism：題目要求胺基酸分解途徑中的氧合酵素，屬分解代謝多樣性。,無另列最小次條目；IUBMB EC1.13.11.5反應式直接用O2開環，對應tyrosine；分類維持胺基酸分解，不移至電子傳遞。,"C。酪胺酸分解中的homogentisate 1,2-dioxygenase以O2參與芳環開環，IUBMB EC1.13.11.5反應式可核查。Campbell不逐列此路徑；不將oxygenase等同氧化磷酸化的末端氧受體。原題「酪胺酸」與通常「酪胺酸」用字差異保留。","182,183","231,232",Codex /root,ISU-109-R2-Q20
ISU-109-Q21,FORMAL,False,B,B,未列本輪取得的109年度釋疑PDF28–29；依同年答案採計，不宣稱沒有其他未取得公告,2,20,2,1,24,,questions/Q21.png,3cd374baf406801459f05bce291c96b6c045cce3065dfa0f6aadfdb73dfe6e86,L0895,14.3 / Extending Mendelian Genetics for Two or More Genes,,,14.3 / Extending Mendelian Genetics for Two or More Genes：非等位基因間遮蔽屬多基因遺傳延伸中的上位作用。,無另列最小次條目；核對印刷281–282區分不同座位上位作用與同座位顯隱性，選B；多基因孟德爾延伸是實際最小目。,B。Epistasis是不同基因座互動造成表型遮蔽；顯性與隱性通常描述同基因座等位基因關係，共顯性亦非本題機制。,"281,282","330,331",Codex /root,ISU-109-R2-Q21
ISU-109-Q22,FORMAL,False,B,B,未列本輪取得的109年度釋疑PDF28–29；依同年答案採計，不宣稱沒有其他未取得公告,2,20,2,1,24,,questions/Q22.png,269356f0018542d9a1a13aa45971ce3763ade93ed939e43ff2ca8faa8dcb55e1,L2944,44.1 / Osmoregulatory Challenges and Mechanisms,,,44.1 / Osmoregulatory Challenges and Mechanisms：鮭魚跨海水與淡水時的調滲能力直接屬滲透調節挑戰。,無另列最小次條目；可跨越海淡水鹽度並完成生活史，依教材例為廣鹽性，B；分類為調滲機制而非僅動物遷徙。,B。可適應寬廣鹽度稱euryhaline；海淡水遷移時調整鰓與腎臟離子水分處理，不表示體液直接隨外界任意改變。,"978,979,980","1027,1028,1029",Codex /root,ISU-109-R2-Q22
ISU-109-Q23,FORMAL,False,D,D,109年度7/1審議會議釋疑維持原答案D,3,21,3,1,24,"28,29",questions/Q23.png,2c8f73862069653f27747b7fdcbfef514e9517762494279db764b291fa7d4d11,L3023,45.2 / Coordination of the Endocrine and Nervous Systems,,,45.2 / Coordination of the Endocrine and Nervous Systems：下視丘經垂體門脈控制腺垂體，屬內分泌與神經系統協調。,無另列最小次條目；完整核對官方PDF28末段及29續圖，D為解除抑制；Campbell的刺激訊號未否定多巴胺抑制，補充Prolactin段說明雙向調節。,D。下視丘多巴胺抑制泌乳激素；減少即解除抑制。官方PDF28–29跨頁Vander圖文與回覆均維持D。Campbell提及PRH的刺激不能排除主要的多巴胺抑制調控；另由公開內分泌教材補足。不冒稱讀取Vander全書。,"1006,1007,1008","1055,1056,1057",Codex /root,ISU-109-R2-Q23
ISU-109-Q24,FORMAL,False,D,D,未列本輪取得的109年度釋疑PDF28–29；依同年答案採計，不宣稱沒有其他未取得公告,3,21,3,1,24,,questions/Q24.png,b97386b47ff8a2cf35110d1bfc3f783f9b93c75b07809ccd9b18143454352079,L0958,15.3 / Genetic Recombination and Linkage,L0763,12.1 / Distribution of Chromosomes During Eukaryotic Cell Division,15.3 / Genetic Recombination and Linkage：染色分體DNA交換的最接近真實目錄家族是Genetic Recombination and Linkage，目錄並未獨列SCE。,12.1 / Distribution of Chromosomes During Eukaryotic Cell Division：保留姐妹染色分體形成及分離的細胞分裂基礎，防止與同源染色體混同。,D。BrdU差別染色使姐妹染色分體交換呈深淺交替。Campbell該主條目主要講減數分裂非姐妹交換，不能充作SCE直接證明；直接判讀依Wolff作者回顧及Perry/Wolff原論文摘要。SCE通常不產生不同等位基因的新組合，故C的meiotic recombinant不是同義詞。,"236,237,302,303,304","285,286,351,352,353",Codex /root,ISU-109-R2-Q24
ISU-109-Q25,FORMAL,False,D,D,未列本輪取得的109年度釋疑PDF28–29；依同年答案採計，不宣稱沒有其他未取得公告,3,21,3,1,24,,questions/Q25.png,379304cc883828b3bb4e110ced85a827435135af9592e8ba69ad68eb1d2f079b,L1215,19.3 / Emerging Viral Diseases,L1013,16.2 / Proofreading and Repairing DNA,19.3 / Emerging Viral Diseases：RNA病毒的高突變率及疾病出現直接載於病毒新興疾病條目。,16.2 / Proofreading and Repairing DNA：DNA聚合酶校對條目作錯誤率差異的機制比較。,D為教材一般規則。多數RNA病毒複製缺少有效校對，但冠狀病毒nsp10–nsp14具有校對外切酶功能，原作者生化實驗支持此例外。因此保留原選項，不把「RNA病毒缺乏」改寫成毫無例外的普遍定律。,"327,409,410","376,458,459",Codex /root,ISU-109-R2-Q25
ISU-109-Q26,FORMAL,False,B,B,未列本輪取得的109年度釋疑PDF28–29；依同年答案採計，不宣稱沒有其他未取得公告,3,21,3,1,24,,questions/Q26.png,7a9a522ade40e757fb6befa0abb722ebbdc2b1c7f4a95ad81bda08f5ef409e69,L0466,7.5 / Endocytosis,L0349,6.4 / Lysosomes: Digestive Compartments,7.5 / Endocytosis：膜內陷形成囊泡並送入內體，主題是胞吞攝取與胞內運輸順序。,6.4 / Lysosomes: Digestive Compartments：溶酶體水解酶與消化功能構成後續處理步驟。,官方B：甲丁戊乙丙，是四選項中合理的簡化順序。晚期內體已可開始水解，成熟內體／溶酶體為連續路徑，不強稱降解只能等成熟溶酶體才開始。C將水解置於形成內體之前，也不能因上述差異改採C。原題胞飲(endocytosis)中英範圍不等同，endocytosis為較廣義胞吞。,"107,108,139,140","156,157,188,189",Codex /root,ISU-109-R2-Q26
ISU-109-Q27,FORMAL,False,C,C,未列本輪取得的109年度釋疑PDF28–29；依同年答案採計，不宣稱沒有其他未取得公告,3,21,3,1,24,,questions/Q27.png,fdf177e3eb2329dc1bdf76115e30cf3785fe4f1d6e0c3ab514d26fb25d14c3c4,L0456,7.4 / Cotransport: Coupled Transport by a Membrane Protein,L2717,41.3 / Absorption in the Small Intestine,7.4 / Cotransport: Coupled Transport by a Membrane Protein：Na+梯度驅動葡萄糖共同運輸，直接屬耦合運輸機制。,41.3 / Absorption in the Small Intestine：小腸吸收說明頂端共同轉運器與基底外側鈉鉀幫浦的極性配置。,C。小腸頂端SGLT與基底外側Na+/K+幫浦位於同細胞不同側；葡萄糖可逆濃度梯度進入。Campbell印刷139寫glucose moving down its concentration gradient，與印刷910的against concentration gradients及耦合原理有措辭差異；原教材不改寫，依910及梯度供能判讀，不因139否認逆梯度能力。,"138,139,909,910","187,188,958,959",Codex /root,ISU-109-R2-Q27
ISU-109-Q28,FORMAL,False,C,C,未列本輪取得的109年度釋疑PDF28–29；依同年答案採計，不宣稱沒有其他未取得公告,3,21,3,1,24,,questions/Q28.png,61f720f4b7320d7820c96edc57a05c45473f66f11550d8899f0e7cc9fe3d1292,L3209,48.3 / Generation of Action Potentials: A Closer Look,,,48.3 / Generation of Action Potentials: A Closer Look：相對不反應期與復極／過極化的電壓閘控通道狀態直接屬動作電位生成。,無另列最小次條目；教材過極化及出版社樣章PDF5支持延遲K導度主要解釋相對期，C；同時保留Na通道部分恢復的貢獻，未寫成絕對互斥。,C。鉀通道延遲關閉、鉀導度仍高，使膜較難達閾值，需較強刺激；鈉通道失活主要解釋絕對不反應期，恢復尚未完全亦可參與相對期。原選項「更多」按相對靜息狀態理解，不意指整段相對期開啟數持續增加。,"1073,1074,1075","1122,1123,1124",Codex /root,ISU-109-R2-Q28
ISU-109-Q29,FORMAL,False,A,A,未列本輪取得的109年度釋疑PDF28–29；依同年答案採計，不宣稱沒有其他未取得公告,3,21,3,1,24,,questions/Q29.png,511d4830e8c5eb79e4ac8172bdf38ac2f5d5efe72cfe17d2477239df4eecb09c,L3212,48.3 / Conduction of Action Potentials,,,48.3 / Conduction of Action Potentials：髓鞘和郎氏結的通道分布使動作電位跳躍式傳導。,無另列最小次條目；圖文直接支持郎氏結集中電壓閘控Na通道、跳躍傳導；採A但限制通道種類，不主張其他部位全無離子通道。,A。再生動作電位所需的電壓閘控Na+通道集中於郎氏結；題目泛稱「離子通道」較粗略，並非所有種類通道都只存在結上，亦非髓鞘下完全沒有通道。,"1075,1076,1077","1124,1125,1126",Codex /root,ISU-109-R2-Q29
ISU-109-Q30,FORMAL,False,B,B,未列本輪取得的109年度釋疑PDF28–29；依同年答案採計，不宣稱沒有其他未取得公告,3,21,3,1,24,,questions/Q30.png,cf6313ca85fb6f57131e9809aa4dbeaba12f283c42c7fc4980ab60421c5bcf2e,L3384,50.5 / Other Types of Muscle,L3381,50.5 / Vertebrate Skeletal Muscle,50.5 / Other Types of Muscle：平滑肌的鈣調控機制載於其他肌肉類型。,50.5 / Vertebrate Skeletal Muscle：骨骼肌的troponin調控提供題目要求的跨肌種比較。,B。平滑肌Ca2+結合calmodulin後活化MLCK，調控肌球蛋白；骨骼肌／心肌收縮的主要直接開關為troponin。其他肌細胞仍有calmodulin參與其他過程，原題「不需要」限收縮直接調控路徑；旋轉素／攜鈣素為原題用語。,"1128,1129,1131,1132","1177,1178,1180,1181",Codex /root,ISU-109-R2-Q30
ISU-109-Q31,FORMAL,False,D,D,未列本輪取得的109年度釋疑PDF28–29；依同年答案採計，不宣稱沒有其他未取得公告,3,21,3,1,24,,questions/Q31.png,2f6bb019d7ca9ae0524d6153efe15116352e907e49198fcbdc031d63cfdc1026,L2783,42.3 / Blood Vessel Structure and Function,,,42.3 / Blood Vessel Structure and Function：靜脈高順應性和容量血管功能決定靜態血量分布。,無另列最小次條目；Klabunde容量血管段確認靜脈血量最多，D；不以微血管截面積答題，42.3血管結構功能直接對應。,D。體靜脈系統容納最多循環血量；作者生理教材給典型靜脈容量約60–80%的範圍，不視為每人固定值。血量存量不同於總截面積、流速或心輸出量。,"929,930,931","978,979,980",Codex /root,ISU-109-R2-Q31
ISU-109-Q32,FORMAL,False,D,D,未列本輪取得的109年度釋疑PDF28–29；依同年答案採計，不宣稱沒有其他未取得公告,4,22,4,1,24,,questions/Q32.png,d7765964ed5a6507702a2082016a9f3eb4e3eba9dbef817ccc7723d5b837bc12,L2802,42.4 / Blood Composition and Function,,,42.4 / Blood Composition and Function：白血球類別與血液成分功能為直接題目範圍。,無另列最小次條目；題問周邊血分類計數而非抗原反應，42.4血液成分直接；S32補足成人嗜中性球比例，保留年齡差異。,D。一般成人周邊血嗜中性球比例最高，公開組織學教材約50–70%。Campbell列白血球類型，細分類比例由補充教材支持；兒童年齡差異及疾病變動不可混入題設「正常人」的通常成人判讀。,"934,935,936","983,984,985",Codex /root,ISU-109-R2-Q32
ISU-109-Q33,FORMAL,False,A,A,未列本輪取得的109年度釋疑PDF28–29；依同年答案採計，不宣稱沒有其他未取得公告,4,22,4,1,24,,questions/Q33.png,0ff38fd96c86b3734ae8eae1b0e0fc14b011cb45132d6e475de227678475c15e,L2773,42.2 / The Mammalian Heart: A Closer Look,,,42.2 / The Mammalian Heart: A Closer Look：以每搏量和心輸出量求心率，直接屬哺乳類心臟功能。,無另列最小次條目；另行重算SV60 mL，4200/60=70/min；採A並註明原文4.2 L缺/min，完整題文與原圖不增字。,A。每搏量=125−65=60 mL；若心輸出量4.2 L/min，心率=4200/60=70次/min。原題只印4.2 L，缺每分鐘單位；依心輸出量的流量定義及問每分鐘心跳理解，原圖與原題文字不補字。,"926,927,928","975,976,977",Codex /root,ISU-109-R2-Q33
