題號,分類狀態,待審,原答案,採計答案,釋疑,原卷PDF頁,原卷印刷頁,答案PDF頁,釋疑PDF頁,原圖,原圖SHA256,主條目ID,主分類,次條目ID,次分類,主分類理由,次分類理由,科學說明,課本印刷頁,課本PDF頁,覆核者,覆核紀錄
CMU-112-Q11,FORMAL,False,B,B,未列於已取得112生物釋疑PDF5–6；依同年度原答案PDF4採計,3,3,4,,questions/Q11.png,54ae662e938228aa54aef76ad77e16c69beb538b33b480acbbbec6b5fd95d094,L1189,19.1 / Structure of Viruses,,,辨識病毒核酸為ssDNA及其股極性，主列19.1病毒結構。,本題不是宿主DNA複製機制，無另列16章。,官方B。Campbell表19.1列B19為ssDNA；ICTV確認其正負互補股可分別封裝。正負DNA是相對轉錄方向，不能直接套用正股RNA可作mRNA的意義。,"399,400,406","448,449,455",Codex /root,CMU-112-R2-Q11
CMU-112-Q12,FORMAL,False,C,C,未列於已取得112生物釋疑PDF5–6；依同年度原答案PDF4採計,3,3,4,,questions/Q12.png,223af61ba6e2ad027221d2f86e513e4830f242c6a7fb1dae96d8fb646574f907,L0945,15.2 / Inheritance of X-Linked Genes,L0882,14.2 / The Multiplication and Addition Rules Applied to Monohybrid Crosses,以父女傳遞及兒女風險推論X連鎖隱性，主列15.2X連鎖基因遺傳。,14.2乘加法則保留以已知性別為條件的機率計算。,官方C。患病父親的正常女兒在題設模型為帶因者，與正常男性生女患病0%、生兒患病50%。這是女兒與兒子各自條件機率，不再乘性別1/2；不是所有血友病變異皆屬基因缺失。,"299,300,277","348,349,326",Codex /root,CMU-112-R2-Q12
CMU-112-Q13,FORMAL,False,D,D,未列於已取得112生物釋疑PDF5–6；依同年度原答案PDF4採計,3,3,4,,questions/Q13.png,a10ded3e262828f782e04770b878c9c37d5697495e85ce658a0471540b8081c5,L1212,19.3 / Viral Diseases in Animals,L1189,19.1 / Structure of Viruses,由病原與適合溫度辨識鼻病毒，主列19.3動物病毒疾病。,19.1病毒結構及表19.1的正股RNA分類保留核酸線索。,官方D。Campbell確認鼻病毒ssRNA可作mRNA；原始研究支持許多鼻病毒分離株在33–35°C較37°C複製旺盛，且與宿主先天反應有關。不是所有病毒或鼻病毒株只有單一最佳溫度。,"399,400,406,408,409","448,449,455,457,458",Codex /root,CMU-112-R2-Q13
CMU-112-Q14,FORMAL,False,C,C,維持原答案C,3,3,4,5,questions/Q14.png,93a2ad340f0d705a3fe41b70454a66e08bee0846e039c91200cc330d6a9614a2,L1362,21.6 / Widespread Conservation of Developmental Genes Among Animals,L1155,18.4 / Pattern Formation: Setting Up the Body Plan,共同祖先Hox及跨兩側對稱動物的保守表現是主軸，主列21.6動物發育基因廣泛保守性。,18.4身體計畫的模式形成保留軸向及節段調控的發育機制。,官方C；同年度釋疑PDF5維持C。Hox控制前後軸及節段身分的空間表現，也可能參與附肢與內臟等發育；不能將C理解為排除其他功能，亦非所有動物基因簇皆完整不分散。,"463,464,384,385,386","512,513,433,434,435",Codex /root,CMU-112-R2-Q14
CMU-112-Q15,FORMAL,False,D,D,未列於已取得112生物釋疑PDF5–6；依同年度原答案PDF4採計,4,4,4,,questions/Q15.png,df3f2eeecb5280b2e2a5300d3ee8698db903d52dd89e18dfd537ffc59c87c09d,L2896,43.3 / Helper T Cells: Activating Adaptive Immunity,L1152,18.4 / Sequential Regulation of Gene Expression During Cellular Differentiation,四個轉錄因子與CD4細胞亞群配對，主列43.3輔助T細胞。,18.4細胞分化中基因表現的序列調控提供主控轉錄因子框架，非宣稱Campbell具名列出四因子。,官方D（I、IV）。FoxP3–Treg、T-bet–Th1、GATA3–Th2、RORγt–Th17；II與III顛倒。原始研究補足具名配對；亞群可塑性與共表現不改本題經典主要誘導的判準。,"963,964,383,384","1012,1013,432,433",Codex /root,CMU-112-R2-Q15
CMU-112-Q16,FORMAL,False,A,A,未列於已取得112生物釋疑PDF5–6；依同年度原答案PDF4採計,4,4,4,,questions/Q16.png,147d1281368868f191561b83c33bac632d7f322ba94c25e241a8d4ed36bf505e,L1059,17.3 / Alteration of mRNA Ends,L1062,17.3 / Split Genes and RNA Splicing,三個加工項目中兩者為mRNA端修飾，主列17.3mRNA兩端改變。,同概念的分裂基因與RNA剪接列為最小次條目，不因同章而省略。,官方A。一般真核mRNA為5′cap、3′poly(A)與去內含子剪接；保留典型加工模型，不概括所有真核轉錄本或無內含子的mRNA。,"345,346","394,395",Codex /root,CMU-112-R2-Q16
CMU-112-Q17,FORMAL,False,D,D,未列於已取得112生物釋疑PDF5–6；依同年度原答案PDF4採計,4,4,4,,questions/Q17.png,595041c595cccf8bb181e0ec7e104ee85dd0cef8b474e8ba647c04e0d8ae6ce4,L2908,43.3 / Immunization,L1212,19.3 / Viral Diseases in Animals,比較接種疫苗的免疫性質與腸道抗體，主列43.3免疫接種。,19.3動物病毒疾病保留脊髓灰質炎病原與疫苗預防背景。,官方D。Salk為不活化IPV；Sabin為口服活減毒OPV，可誘發腸道黏膜免疫。合格IPV不會由疫苗病毒複製導致感染；OPV的罕見疫苗相關及衍生病毒風險與全球根除進程不可簡化成單一原因。,"968,969,408","1017,1018,457",Codex /root,CMU-112-R2-Q17
CMU-112-Q18,FORMAL,False,A,A,未列於已取得112生物釋疑PDF5–6；依同年度原答案PDF4採計,4,4,4,,questions/Q18.png,027382eabc296a71f40e90c3c933e2288d6257f04321629022cb5c104126af66,L0895,14.3 / Extending Mendelian Genetics for Two or More Genes,"L0875,L0885",14.1 / The Law of Independent Assortment ; 14.2 / Solving Complex Genetics Problems with the Rules of Probability,用兩基因座交互作用解釋雞冠型，主列14.3兩個以上基因的孟德爾延伸。,14.1獨立分配及14.2複雜遺傳機率保留親本反推與3:3:1:1比例。,官方A。Rrpp×RrPp可得胡桃3/8、玫瑰3/8、豌豆1/8、單冠1/8；17:16:7:6為有限樣本近似。原題的雞冠對應作為給定模型，不偽稱Campbell用同一雞冠例。,"281,282,274,275,277","330,331,323,324,326",Codex /root,CMU-112-R2-Q18
CMU-112-Q19,FORMAL,False,B,B,未列於已取得112生物釋疑PDF5–6；依同年度原答案PDF4採計,4,4,4,,questions/Q19.png,9bb9cb6f699847c4faf80cdc37ca86ba3540ebf5ea2e6cf5634e737a542a1cfc,L0895,14.3 / Extending Mendelian Genetics for Two or More Genes,L0875,14.1 / The Law of Independent Assortment,由同一雙基因模型辨識胡桃及玫瑰型後代，主列14.3兩基因以上交互作用。,14.1獨立分配保留親本只能提供一個P來源的推論。,官方B。由Rrpp×RrPp得胡桃R-Pp、玫瑰R-pp；R-可為RR或Rr。完整保留18–19共用背景及前題親本資訊，避免把P-直接視為PP。,"281,282,274,275","330,331,323,324",Codex /root,CMU-112-R2-Q19
CMU-112-Q20,FORMAL,False,C,C,未列於已取得112生物釋疑PDF5–6；依同年度原答案PDF4採計,4,4,4,,questions/Q20.png,c054c51552716e3c97a68a1110ae95ef88c698e03731225677536e0d16212cfd,L1202,19.2 / Replicative Cycles of Animal Viruses,L1189,19.1 / Structure of Viruses,考核內複製與細胞間散播，主列19.2動物病毒複製週期。,19.1結構保留dsDNA與有包膜的組合判讀。,官方C（III、IV）。疱疹病毒有包膜及dsDNA，基因組核內複製，可由細胞間直接傳播；不須離開原感染細胞應理解為不必先釋放至細胞外液，病毒仍須進入相鄰細胞。,"399,400,404,405,406","448,449,453,454,455",Codex /root,CMU-112-R2-Q20
CMU-112-Q21,FORMAL,False,C,C,未列於已取得112生物釋疑PDF5–6；依同年度原答案PDF4採計,5,5,4,,questions/Q21.png,1068742ab7393e618b293312736c90d594ad133d43ec928684da7d6983eadc80,L1000,16.1 / Building a Structural Model of DNA,,,雙股DNA空間構造為主軸，主列16.1建立DNA結構模型。,四選項均在同一最小條目，無另加DNA複製。,官方C。兩股反向平行，鹼基間主要為氫鍵；B-DNA鄰近鹼基對間距約3.4Å，一圈約34Å，不能混為3.4Å一圈。鹼基對平面大致垂直長軸，原D敘述不成立。,"317,318,319,320","366,367,368,369",Codex /root,CMU-112-R2-Q21
CMU-112-Q22,FORMAL,False,B,B,未列於已取得112生物釋疑PDF5–6；依同年度原答案PDF4採計,5,5,4,,questions/Q22.png,b5f0f4ff914b8b252e043c3a3916ce63fe2aabbada88ba1f66d91aa8453a08dd,L0647,10.3 / Photosynthetic Pigments: The Light Receptors,L0650,10.3 / Excitation of Chlorophyll by Light,類胡蘿蔔素的光保護功能，主列10.3光合色素。,10.3葉綠素受光激發保留過度激發與ROS的來源。,官方B。教材明言吸收並耗散過量光能，避免葉綠素損傷及反應性氧分子形成；ROS不全是自由基，不能把所有活性氧都等同含未配對電子。,"193,194,195","242,243,244",Codex /root,CMU-112-R2-Q22
CMU-112-Q23,FORMAL,False,B,B,未列於已取得112生物釋疑PDF5–6；依同年度原答案PDF4採計,5,5,4,,questions/Q23.png,43fd3b7e7adac7ed4619da8ef04a44f68a90abed2f86c5004c152f7c6da25f87,L2557,39.2 / A Survey of Plant Hormones,L2329,35.5 / Morphogenesis and Pattern Formation,外加auxin對根細胞生長的作用，主列39.2植物激素總覽中的Auxin。,35.5形態與模式形成保留題幹胚胎位置訊息及與Bicoid類比的背景。,官方B仍採計，但效應依濃度、細胞發育狀態及處理時間而異，根尤其敏感；不足以由未交代劑量的外加auxin普遍推出伸長成熟。與Bicoid相似是模式訊號類比，非相同機制。,"847,848,849,777,778","896,897,898,826,827",Codex /root,CMU-112-R2-Q23
CMU-112-Q24,FORMAL,False,B,B,未列於已取得112生物釋疑PDF5–6；依同年度原答案PDF4採計,5,5,4,,questions/Q24.png,f567aab11358768827360f8ea346e257e7084a3836cf1137f10e5af394e5a158,L0388,6.7 / Cell Walls of Plants,"L0391,L0343",6.7 / The Extracellular Matrix (ECM) of Animal Cells ; 6.4 / The Endoplasmic Reticulum: Biosynthetic Factory,比較細胞外聚合物結構，以6.7植物細胞壁為主。,6.7動物ECM及6.4內質網保留跨界比較與分泌合成路徑；真菌壁不冒造目錄條目。,官方B。共同點是細胞合成成分構成胞外支架。原文細胞質中合成是寬泛說法：蛋白涉及ER/Golgi，纖維素可由質膜上的合成酶邊合成邊輸出，不是所有聚合物皆先在游離胞質完成。,"104,105,118,119","153,154,167,168",Codex /root,CMU-112-R2-Q24
CMU-112-Q25,FORMAL,False,D,D,未列於已取得112生物釋疑PDF5–6；依同年度原答案PDF4採計,5,5,4,,questions/Q25.png,c67cb1e95624dce1fc33eb10002f7f18374235a08cbd1e3373a88994dd243e37,L1659,26.3 / Cladistics,"L1893,L1870",29.3 / Classification of Seedless Vascular Plants ; 29.1 / The Origin and Diversification of Plants,題問並系與單系判準，主列26.3支序分類學。,29.1植物起源多樣化及29.3無種子維管植物分類保留實際類群範圍。,官方D仍保留；已取得112釋疑未列本題。原D寫同時也包含具有種子的後裔，與無種子群排除種子植物的並系原因相反。正確定義為含共同祖先及部分而非全部後裔；原圖與原文不改。中文平行系群保留，另以並系群說明。,"559,560,561,631,632,621,622","608,609,610,680,681,670,671",Codex /root,CMU-112-R2-Q25
CMU-112-Q26,FORMAL,False,B,B,未列於已取得112生物釋疑PDF5–6；依同年度原答案PDF4採計,5,5,4,,questions/Q26.png,4da26d2faf586478aa7fa8491d821106d2e7b675286968c27d3729ba7da69733,L1212,19.3 / Viral Diseases in Animals,L1202,19.2 / Replicative Cycles of Animal Viruses,考抗病毒藥的酵素靶點，主列19.3動物病毒疾病。,19.2動物病毒週期保留抑制子代病毒釋放的作用階段。,官方B。活性代謝物oseltamivir carboxylate抑制流感神經胺酸酶，阻礙病毒顆粒釋放；不是HA、唾液酸本身或乙醯膽鹼受體。教材提供藥物框架，具名靶點由FDA標示補足。,"408,409,404","457,458,453",Codex /root,CMU-112-R2-Q26
CMU-112-Q27,FORMAL,False,C,C,未列於已取得112生物釋疑PDF5–6；依同年度原答案PDF4採計,6,6,4,,questions/Q27.png,54b9be85dab076640dcaab5e7e3e5def505f909080de821e7f055d146873ee6d,L1196,19.2 / General Features of Viral Replicative Cycles,L1202,19.2 / Replicative Cycles of Animal Viruses,辨識病毒入侵時的宿主受體，主列19.2一般複製週期的受體專一性。,19.2動物病毒週期保留狂犬病的動物宿主背景。,官方C。經典實驗支持菸鹼型乙醯膽鹼受體與狂犬病毒附著相關；狂犬病毒有多個候選受體，不能由此宣稱AChR是所有細胞唯一且必需的受體。,"401,404,405","450,453,454",Codex /root,CMU-112-R2-Q27
CMU-112-Q28,FORMAL,False,A,A,未列於已取得112生物釋疑PDF5–6；依同年度原答案PDF4採計,6,6,4,,questions/Q28.png,8562a19d6ca880bbcf2c5d2110d8deb636842a25303c9425186be5eabaee3206,L3745,56.1 / Threats to Biodiversity,"L0184,L3787",3.3 / Acidification: A Threat to Our Oceans ; 56.4 / Greenhouse Gases and Climate Change,在選項間辨識棲地品質降低而非空間破碎，主列56.1生物多樣性的威脅。,3.3海洋酸化與56.4溫室氣體保留化學原因及CO2背景。,官方A。酸化使部分生物棲地適合度降低，不需每物種同等受害。原題1960年代280ppm與實測約317ppm不合；約280ppm指工業化前。原年份和數字保留，不據此取消分類。,"1263,1264,53,54,1278,1279","1312,1313,102,103,1327,1328",Codex /root,CMU-112-R2-Q28
CMU-112-Q29,FORMAL,False,A,A,未列於已取得112生物釋疑PDF5–6；依同年度原答案PDF4採計,6,6,4,,questions/Q29.png,373e33f17b3ed7e12a60f60a449311468a2c024c66ee1e4465493e9a2182b80f,L1149,18.4 / Cytoplasmic Determinants and Inductive Signals,L3137,47.1 / Cleavage,題目核心為母源物質決定子代早期發育，主列18.4細胞質決定因子與誘導訊號。,47.1卵裂保留早期紡錘體方向與殼旋向的機制；不誤列胞器母系遺傳或基因組印記。,官方A。經典母體效應由母親核基因型所產生的卵內成分影響卵裂手性；原文卵子的基因型容易與母親基因型混淆。Formin相關研究支持細胞骨架機制，但不把單一研究套成所有螺類完整機制。,"382,383,1046,1047,1048","431,432,1095,1096,1097",Codex /root,CMU-112-R2-Q29
CMU-112-Q30,FORMAL,False,A,A,未列於已取得112生物釋疑PDF5–6；依同年度原答案PDF4採計,6,6,4,,questions/Q30.png,109acfb6dea61bbe628c2424031d9b022dbdb1ae26de33c3ffa6028dced5aaba,L1189,19.1 / Structure of Viruses,L1202,19.2 / Replicative Cycles of Animal Viruses,題問有無包膜的病毒結構特徵，主列19.1病毒結構。,19.2動物病毒週期及表19.1保留不同病毒科的比較。,官方A（I、II）。黃熱與流感有包膜；小兒麻痺與諾瓦克病毒無包膜。Campbell表19.1直接列前三者，Norwalk的杯狀病毒科特徵另由ICTV補足。,"399,400,404,405,406","448,449,453,454,455",Codex /root,CMU-112-R2-Q30
CMU-112-Q31,FORMAL,False,C,C,維持原答案C,6,6,4,"5,6",questions/Q31.png,b52471ac1f0e7e0a8a415639cb25968796ac1d23c7441b49314eeaa1bb21574a,L3544,53.2 / Exponential Growth,L3541,53.2 / Changes in Population Size,資源充足下每代固定倍數成長，主列53.2指數成長。,同概念族群大小改變保留離散期間與成長率定義。,官方C，釋疑PDF5–6明列三代1000×3³=27000。離散λ=3是每代倍數，不是增量r=3或連續時間r；Campbell連續指數式是分類框架，正式運算依本題及釋疑的離散式。,"1196,1197","1245,1246",Codex /root,CMU-112-R2-Q31
CMU-112-Q32,FORMAL,False,C,C,未列於已取得112生物釋疑PDF5–6；依同年度原答案PDF4採計,6,6,4,,questions/Q32.png,7de27b2941a6fbd0ce651a02a8805a2913d763924ab995d0b93782280f19efd9,L1212,19.3 / Viral Diseases in Animals,L1202,19.2 / Replicative Cycles of Animal Viruses,辨識病毒感染細胞的病理包涵體，主列19.3動物病毒疾病。,19.2動物病毒週期保留疱疹病毒核內複製的背景。,官方C（III、IV）。HSV可見Cowdry A核內包涵體，CMV也有報告及教材記載；CMV常稱貓頭鷹眼，稱名不代表互斥。狂犬典型Negri小體在胞質。原文感冒病毒(Influenza)中英文不同，保留並註明流感。,"408,409,404,405","457,458,453,454",Codex /root,CMU-112-R2-Q32
CMU-112-Q33,FORMAL,False,D,D,未列於已取得112生物釋疑PDF5–6；依同年度原答案PDF4採計,6,6,4,,questions/Q33.png,bfe87f1cec76c2508c46224a160a73ae42e76f5468b5fda79d9d37da147dbdd0,L1202,19.2 / Replicative Cycles of Animal Viruses,L1189,19.1 / Structure of Viruses,考DNA病毒複製的細胞區室，主列19.2動物病毒複製週期。,19.1病毒結構及表19.1保留DNA/RNA判讀。,官方D。痘病毒為dsDNA，複製在胞質進行，攜帶並編碼轉錄複製所需酵素。不能將此擴為所有DNA病毒都在胞質；原文Influenza中文感冒保留並指出是流感。,"399,400,404,405,406","448,449,453,454,455",Codex /root,CMU-112-R2-Q33
CMU-112-Q34,FORMAL,False,A,A,維持原答案A,7,7,4,6,questions/Q34.png,bcdbc4b8ad0ac0816f567f065c7b8f522b0500bdc5301f12293df5282347cec3,L1675,26.4 / Gene Duplications and Gene Families,L1346,21.5 / Duplication and Divergence of Gene-Sized Regions of DNA,直接區分複製事件與種化事件形成的同源基因，主列26.4基因複製與基因家族。,21.5基因大小區段的複製與分歧保留副本功能分化。,官方A，釋疑PDF6維持A。前者paralogous、後者orthologous，兩者都屬homologous。功能相同或不同不是嚴格定義，不能將釋疑的功能描述視為必然；RNASE1例的物種名稱照留。,"565,566,455,456","614,615,504,505",Codex /root,CMU-112-R2-Q34
CMU-112-Q35,FORMAL,False,A,A,未列於已取得112生物釋疑PDF5–6；依同年度原答案PDF4採計,7,7,4,,questions/Q35.png,9790260b59be88149b0025021f4cdd6390c00c12a03a3f102b664dc9637a4fed,L2927,43.4 / Evolutionary Adaptations of Pathogens That Underlie Immune System Avoidance,"L2886,L2902",43.2 / Antigen Recognition by T Cells ; 43.3 / Cytotoxic T Cells: A Response to Infected Host Cells,病毒藉抑制MHC呈現逃避T細胞攻擊，主列43.4病原的免疫逃避適應。,43.2T細胞抗原辨識與43.3細胞毒T細胞保留MHC-I/CD8效應軸。,官方A。題稱E19，原始研究常稱腺病毒E3/19K或gp19K，將MHC-I滯留於ER而降低表面呈現。不是否定MHC-I分子合成或等同攻擊T細胞本身。,"971,972,959,960,966,967","1020,1021,1008,1009,1015,1016",Codex /root,CMU-112-R2-Q35
CMU-112-Q36,FORMAL,False,A,A,未列於已取得112生物釋疑PDF5–6；依同年度原答案PDF4採計,7,7,4,,questions/Q36.png,0bf668e20014dae1ab3f38c0547b9a7c8ebeac352ac5cac3594c043138db6f46,L1359,21.6 / Comparing Genomes,L1668,26.3 / Phylogenetic Trees as Hypotheses,比較靈長類基因組局部譜系差異，主列21.6基因組比較。,26.3親緣樹作為假說保留基因樹與物種樹的區別；不以雜交或HGT代換ILS。,官方A。祖先多型跨種化保留，後續隨機保留或丟失形成基因樹不一致。人類與Pan類群為姊妹群，不是三物種兩兩同為最近姊妹；Gorillas應稱大猩猩，原中文猩猩照留。Campbell未在本次引用段具名解釋ILS，原始研究補足。,"459,460,461,462,564,565","508,509,510,511,613,614",Codex /root,CMU-112-R2-Q36
CMU-112-Q37,FORMAL,False,D,D,未列於已取得112生物釋疑PDF5–6；依同年度原答案PDF4採計,7,7,4,,questions/Q37.png,6fb27bfee6e5ba09d0157b7e060a62ef6c1ebcd85e192b3fad81bde88a6c8dd9,L2870,43.1 / Innate Immunity of Vertebrates,,,內涵體TLR辨識病原模式屬先天免疫，主列43.1脊椎動物先天免疫。,TLR9位置及配體同在此最小條目，不將一般訊號傳遞列為多餘次章。,官方D。教材圖43.4顯示囊泡內TLR9辨識CpG DNA；TLR4、TLR5在圖中位於細胞表面。這是典型定位分類，不宣稱所有TLR的動態運輸只限單一位置。,"954,955,956","1003,1004,1005",Codex /root,CMU-112-R2-Q37
CMU-112-Q38,FORMAL,False,D,D,未列於已取得112生物釋疑PDF5–6；依同年度原答案PDF4採計,7,7,4,,questions/Q38.png,ab23e144c0359bf6da00dcc8308d7b315e0a248367264bfba828ae9a574a1af5,L3147,47.2 / Developmental Adaptations of Amniotes,L3114,"46.5 / Conception, Embryonic Development, and Birth",臍帶起源涉及羊膜與胚外膜改造，主列47.2羊膜動物的發育適應。,46.5受孕發育與出生保留胎盤、臍帶循環。,官方D採計。通常兩臍動脈與一臍靜脈，連胎兒與胎盤而非母親肚臍。D是簡化描述，羊膜包覆連接莖、尿囊與卵黃囊柄等結構；不能理解為整個卵黃囊都成成熟臍帶，母胎血也不直接混流。,"1053,1054,1035,1036,1037","1102,1103,1084,1085,1086",Codex /root,CMU-112-R2-Q38
