題號,分類狀態,待審,原答案,採計答案,釋疑,本地原卷PDF頁,官方混科卷生物PDF頁,原卷印刷頁,答案PDF頁,官方答案PDF頁,釋疑PDF頁,原圖,原圖SHA256,主條目ID,主分類,次條目ID,次分類,主分類理由,次分類理由,科學說明,課本印刷頁,課本PDF頁,覆核者,覆核紀錄
ISU-107-Q11,FORMAL,False,B,B,未列本輪取得的107年度釋疑PDF26–27；依同年答案採計，不宣稱沒有其他未取得公告,2,19,2,1,24,,questions/Q11.png,4a479375789a0365ba9c175244cee30e3b2a42a47d0a151fcdd271f43c4c8bf3,L0608,9.6 / The Versatility of Catabolism,L0175,3.3 / Acids and Bases,9.6 / The Versatility of Catabolism：酮體情境是缺糖時脂肪分解與代謝燃料切換，主歸分解代謝多樣性。,3.3 / Acids and Bases：錯項B的酸鹼方向另由酸與鹼的最小條目支援。,官方B。過量酸性酮體可導致代謝性酸中毒，非鹼中毒；Campbell182–183提供脂肪分解與acetyl-CoA背景，未完整講酮酸中毒，S03補足。禁食會增加酮體，但一般生理酮症不必然是酮酸中毒；呼吸急促、丙酮味及飲食不良影響須依程度與個人病況，不能將A/C/D解讀為必然普遍結果。,"51,52,182,183,915,916","100,101,231,232,964,965",Codex /root,ISU-107-R2-Q11
ISU-107-Q12,FORMAL,False,D,D,107年度6/15審議會議釋疑維持原答案D,2,19,2,1,24,26,questions/Q12.png,0d7dba170f9e42477ec9c0308619e76b090d97074cbfe1407130da0d34b9b778,L3315,49.5 / Parkinson’s Disease,L3251,49.2 / The vertebrate brain is regionally specialized,49.5 / Parkinson’s Disease：Parkinson’s Disease是實際目錄小節，直接記載rigidity與運動障礙，最能對應本題最可能病變。,49.2 / The vertebrate brain is regionally specialized：腦的區域分工支援基底核、小腦及其他選項比較。,官方D；同年Q12釋疑維持D並指出小腦也可能出現僵直，但基底核病變是最可能答案。Parkinson病涉及中腦多巴胺神經元退化及其至基底核的運動迴路；不能把病理局限為只有基底核組織本身，亦不能宣稱小腦絕不影響肌張力。,"1091,1092,1093,1104","1140,1141,1142,1153",Codex /root,ISU-107-R2-Q12
ISU-107-Q13,FORMAL,False,D,D,未列本輪取得的107年度釋疑PDF26–27；依同年答案採計，不宣稱沒有其他未取得公告,2,19,2,1,24,,questions/Q13.png,404eeb6866beb6e2f5eec49de7b849ec43447571c18ed7db8aaa02bccdc12487,L3351,50.2 / Hearing and Equilibrium in Mammals,L3245,49.1 / The Peripheral Nervous System,50.2 / Hearing and Equilibrium in Mammals：前庭平衡受器與傳入神經的內容屬哺乳類聽覺和平衡小節。,49.1 / The Peripheral Nervous System：腦神經歸周邊神經系統，另列神經系統分類範圍。,官方D。NLM定義前庭耳蝸神經為第VIII對顱神經，其前庭部傳遞平衡與頭位訊息。Campbell1112–1116支援前庭系統，但沒有在這幾頁完整編列十二對腦神經；編號由S04明確補足。,"1088,1112,1113,1114,1115,1116","1137,1161,1162,1163,1164,1165",Codex /root,ISU-107-R2-Q13
ISU-107-Q14,FORMAL,False,D,D,107年度6/15審議會議釋疑維持原答案D,2,19,2,1,24,26,questions/Q14.png,17aa2638284101f83f800cebb52641e263b78f697f0a9f39aa6dc782c333dae2,L1072,17.4 / Building a Polypeptide,L1039,17.1 / Basic Principles of Transcription and Translation,17.4 / Building a Polypeptide：多肽建構中起始、延長與終止的核糖體步驟直接處理A、B、C。,17.1 / Basic Principles of Transcription and Translation：DNA到RNA的轉錄與RNA到多肽的轉譯須由基本原理區分。,官方D，同年Q14釋疑維持D並引11e352–353圖17.19–21。12e350–353逐段確認起始、延長、終止；355–356比較細菌核糖體及抗生素的選擇作用。讀取基因產生mRNA是轉錄，非轉譯。11版引頁與本地12版實際頁分開，未假稱同版。,"337,338,339,350,351,352,353,355,356","386,387,388,399,400,401,402,404,405",Codex /root,ISU-107-R2-Q14
ISU-107-Q15,FORMAL,False,B,B,未列本輪取得的107年度釋疑PDF26–27；依同年答案採計，不宣稱沒有其他未取得公告,2,19,2,1,24,,questions/Q15.png,00a98ba54a86c36b8b122c03c1f7f109ef41077eb1284714506925c433891ead,L2802,42.4 / Blood Composition and Function,,,42.4 / Blood Composition and Function：血液組成與紅血球體積比例直接位於血液組成小節及圖42.16。,無另列最小次條目；934–935圖示紅血球占主要細胞容積，hematocrit嚴格為紅血球比例，B約值確認，生理差異註明。,官方B，約45%。hematocrit是紅血球體積占全血體積的比例；圖中細胞成分約45%且幾乎全為紅血球，不能把白血球或血小板也定義成血比容。實際值依年齡、性別及生理條件變動。,"934,935","983,984",Codex /root,ISU-107-R2-Q15
ISU-107-Q16,FORMAL,False,D,D,未列本輪取得的107年度釋疑PDF26–27；依同年答案採計，不宣稱沒有其他未取得公告,2,19,2,1,24,,questions/Q16.png,06c3b3fa273097be2feb3f8407fd8702a4843e53a13c4c965527a8683de82adb,L3381,50.5 / Vertebrate Skeletal Muscle,,,50.5 / Vertebrate Skeletal Muscle：骨骼肌肌絲滑動與Ca2+調控直接解釋肌肉收縮的關鍵離子。,無另列最小次條目；1128–1130顯示Ca調控troponin及tropomyosin，D與題目最重要離子相符。只將分子細節限定骨骼肌，避免外推平滑肌。,官方D。骨骼肌Ca2+結合troponin，移動tropomyosin並讓肌球蛋白可與肌動蛋白作用；其他離子可影響興奮性，但不取代Ca2+的收縮啟動角色。本題泛稱肌肉細胞，所引用分子細節限定骨骼肌，不將troponin機制外推所有肌型。,"1126,1127,1128,1129,1130","1175,1176,1177,1178,1179",Codex /root,ISU-107-R2-Q16
ISU-107-Q17,FORMAL,False,B,B,未列本輪取得的107年度釋疑PDF26–27；依同年答案採計，不宣稱沒有其他未取得公告,2,19,2,1,24,,questions/Q17.png,b1728d4ce84fc9416c7715e8add6847e9c0eb4fdf7f9e2ad5141ef739e26a2c0,L2802,42.4 / Blood Composition and Function,L3007,45.1 / Endocrine Tissues and Organs,42.4 / Blood Composition and Function：腎臟EPO促進紅血球生成的直接正文在印刷936的血液組成小節。,45.1 / Endocrine Tissues and Organs：腎臟兼具內分泌組織角色，保留內分泌器官次條目。,官方B。腎臟可分泌紅血球生成素，低氧時調節骨髓紅血球生成。glucagon主要來自胰臟，calcitonin來自甲狀腺，維生素C不是此腎臟激素；EPO分泌處與紅血球實際生成處分開。,"936,1003,1004","985,1052,1053",Codex /root,ISU-107-R2-Q17
ISU-107-Q18,FORMAL,False,A,A,未列本輪取得的107年度釋疑PDF26–27；依同年答案採計，不宣稱沒有其他未取得公告,2,19,2,1,24,,questions/Q18.png,2266c9a95ccb4adae0c7c7b94defef472d103ce1bb1959d4b4d7ed30edc2dc28,L2717,41.3 / Absorption in the Small Intestine,L2805,42.4 / Cardiovascular Disease,41.3 / Absorption in the Small Intestine：乳糜微粒由腸上皮包裝並運輸吸收脂質，主條目直接涵蓋該脂蛋白。,42.4 / Cardiovascular Disease：循環中LDL/HDL與脂質運輸的比較在心血管疾病小節，保留比較背景。,官方A。Campbell909–910說明乳糜微粒，937–938提LDL/HDL；並未給全部四類粒徑表。S05表列乳糜微粒75–1200nm，VLDL30–80、LDL18–25、HDL5–12nm，題目所列四類中A最大；不能用密度數字當直徑。,"909,910,937,938","958,959,986,987",Codex /root,ISU-107-R2-Q18
ISU-107-Q19,FORMAL,False,D,D,未列本輪取得的107年度釋疑PDF26–27；依同年答案採計，不宣稱沒有其他未取得公告,2,19,2,1,24,,questions/Q19.png,d49494e3678ff05412d79abbb8ca96cc619f4515d95daa522ca11ea3ad9ddf7e,L3039,45.3 / Adrenal Hormones: Response to Stress,,,45.3 / Adrenal Hormones: Response to Stress：皮質醇的代謝及抗發炎作用直接位於腎上腺壓力反應小節。,無另列最小次條目；1012–1014分別列兩處激素，cortisol屬糖皮質素並有抗發炎作用，D確認；一個腎上腺最小目錄已涵蓋，無另列重複次目。,官方D。cortisol是腎上腺皮質的糖皮質素，抑制免疫與發炎，通常促進蛋白分解和脂肪動員並增加血糖供應；與腎上腺髓質的epinephrine不同。,"1012,1013,1014","1061,1062,1063",Codex /root,ISU-107-R2-Q19
ISU-107-Q20,FORMAL,False,B,B,未列本輪取得的107年度釋疑PDF26–27；依同年答案採計，不宣稱沒有其他未取得公告,2,19,2,1,24,,questions/Q20.png,73d045beb4b8942c50b62574b02804cc3ecfcd33c611ece83b96daec038f176d,L2944,44.1 / Osmoregulatory Challenges and Mechanisms,,,44.1 / Osmoregulatory Challenges and Mechanisms：陸生動物的蒸散失水及水分平衡屬滲透調節挑戰，不是只有主動排汗或腎尿量。,無另列最小次條目；本地980無此定值，S06特定環境測量不同，沒有以皮膚加呼吸合計替換原題。B採計與數值來源衝突分開；主滲透調節挑戰已確定，非待選章節。,官方B（900mL）原樣採計。原題明寫皮膚，即使沒有流汗仍失水；Campbell980僅支援皮膚／呼吸表面的蒸散概念，沒有正常皮膚每日900mL的定值。S06實測在22°C、30%相對濕度、裸體休息且體表1.75m²時皮膚約381mL/日，溫度增加則升高。不能把皮膚與呼吸道總和偷換成皮膚，更不能為配合B偽造教材數字。數值來源差異保留，水分平衡分類已確定；本輪取得釋疑未列Q20。,"978,979,980","1027,1028,1029",Codex /root,ISU-107-R2-Q20
ISU-107-Q21,FORMAL,False,B,B,未列本輪取得的107年度釋疑PDF26–27；依同年答案採計，不宣稱沒有其他未取得公告,2,19,2,1,24,,questions/Q21.png,79abacdd335389449142c9ac17e701a98c69d78c49860960e292b920454031bd,L2802,42.4 / Blood Composition and Function,,,42.4 / Blood Composition and Function：骨髓造血幹細胞與紅血球產生直接位於血液組成小節。,無另列最小次條目；935–936重讀造血幹細胞，B骨髓；腎臟是調節來源。無需只因腎臟為干擾項再添腎排泄主目。,官方B。一般成人紅血球主要由紅骨髓生成；腎臟EPO提供調控訊號，不是紅血球主要製造位置。胚胎時期造血部位或疾病下髓外造血是不同條件，不改本題常態解讀。,"935,936","984,985",Codex /root,ISU-107-R2-Q21
ISU-107-Q22,FORMAL,False,B,B,107年度6/15審議會議釋疑維持原答案B,3,20,3,1,24,26,questions/Q22.png,c08fce63ae4eb9570566f1c9ad5e16c96a2b3169a57e3043c5aac8103abcc369,L0184,3.3 / Acidification: A Threat to Our Oceans,,,3.3 / Acidification: A Threat to Our Oceans：海洋酸化造成碳酸根減少是同名最小目錄條目的直接核心。,無另列最小次條目；酸化H+使可用carbonate降低，B增加為不會發生者；官方Q22維持B。酸雨SO2/NOx由EPA補足，不混同海洋碳酸系統。,官方B，同年Q22釋疑維持B。CO2溶入海水增加H+，降低可供CaCO3形成的碳酸根，不是增加；珊瑚鈣化可能受影響。化石燃料SO2/氮氧化物造成酸雨的途徑另由S10補足，不能與CO2碳酸系統混為同一反應。官方11e53圖3.12與本地12e53相應酸化圖各自辨識。,"52,53,54","101,102,103",Codex /root,ISU-107-R2-Q22
ISU-107-Q23,FORMAL,False,D,D,未列本輪取得的107年度釋疑PDF26–27；依同年答案採計，不宣稱沒有其他未取得公告,3,20,3,1,24,,questions/Q23.png,e7902c39af52ccc8c293a245b985c008a31cec7f68afdcb99745a7c195327f0a,L0268,5.4 / Protein Structure and Function,"L2685,L1221",41.1 / Essential Nutrients ; 19.3 / Prions: Proteins as Infectious Agents,5.4 / Protein Structure and Function：比較錯誤摺疊／聚集疾病與其他疾病，以蛋白質結構功能條目為主，正文83–84直接提此機制。,41.1 / Essential Nutrients：壞血病的維生素C缺乏與膠原合成放在必需營養素；19.3 / Prions: Proteins as Infectious Agents：狂牛症prion為另章具名的蛋白感染因子小節。,官方D，原題問「較無關」，不能寫成完全無關。Alzheimer及Parkinson可涉及蛋白錯誤摺疊聚集，狂牛症屬prion相關；壞血病是維生素C缺乏，使膠原合成受損，仍涉及蛋白成熟與結構。Campbell900及S11支援營養原因，不將它等同其他三項典型錯誤摺疊疾病。,"80,81,82,83,84,412,413,899,900,901","129,130,131,132,133,461,462,948,949,950",Codex /root,ISU-107-R2-Q23
ISU-107-Q24,FORMAL,False,C,C,未列本輪取得的107年度釋疑PDF26–27；依同年答案採計，不宣稱沒有其他未取得公告,3,20,3,1,24,,questions/Q24.png,437bdc2e6811f061d329e51230a13db90035c411a6d795de97e751456d8a02b8,L0391,6.7 / The Extracellular Matrix (ECM) of Animal Cells,,,6.7 / The Extracellular Matrix (ECM) of Animal Cells：ECM經integrin跨膜連接細胞骨架及影響基因表現，直接列於ECM小節。,無另列最小次條目；118–119顯示integrin跨膜聯繫ECM與胞內，C成立。ECM小節已直接包含訊號及基因表現，不無限加上整章訊息傳遞。,官方C。整合素提供細胞外基質與胞內反應間的連接；collagen為基質的結構成分，plasmodesmata為植物細胞間通道，gap junction為動物細胞間通道，均非本題所問的ECM跨膜訊息受體。,"118,119","167,168",Codex /root,ISU-107-R2-Q24
ISU-107-Q25,FORMAL,False,C,C,未列本輪取得的107年度釋疑PDF26–27；依同年答案採計，不宣稱沒有其他未取得公告,3,20,3,1,24,,questions/Q25.png,ce2b802f5c0bb4c9da44b58197ae1886863aaed7c753734e6e115695a73596b4,L0920,14.4 / Genetic Testing and Counseling,L0911,14.4 / Recessively Inherited Disorders,14.4 / Genetic Testing and Counseling：產前採樣方法、可用週數及檢測方式直接由遺傳檢測與諮詢小節比較。,14.4 / Recessively Inherited Disorders：Tay-Sachs為隱性遺傳的酵素缺陷，支援生化檢測而非只看核型。,官方C。Campbell288–289列絨毛膜採樣約10–11週、羊膜穿刺約15–16週，且CVS樣本可較快分析；Tay-Sachs需要相應酵素／基因檢測，常規核型與超音波無法代替。依本地教材時間範圍比較「早期最快」，非個別臨床採檢建議。,"285,286,287,288,289","334,335,336,337,338",Codex /root,ISU-107-R2-Q25
ISU-107-Q26,FORMAL,False,B,B,未列本輪取得的107年度釋疑PDF26–27；依同年答案採計，不宣稱沒有其他未取得公告,3,20,3,1,24,,questions/Q26.png,8c8f6b78c1d789e2033d7d041e485228c9d6c29787164ba24c96b74992132077,L0420,7.1 / The Role of Membrane Carbohydrates in Cell-Cell Recognition,,,7.1 / The Role of Membrane Carbohydrates in Cell-Cell Recognition：膜外側醣鏈作細胞辨認標記是此最小目錄的直接命題。,無另列最小次條目；130外側醣鏈辨認段直接支持B，流動性另靠膜脂／蛋白結構；主目是明列的細胞辨認小節，無需泛用細胞膜概念。,官方B。細胞膜外側的醣蛋白／醣脂醣鏈參與細胞辨認；膜流動、骨架連接或離子通道有其他結構基礎，缺寡醣不等同完全失去這三種功能。,"129,130,131","178,179,180",Codex /root,ISU-107-R2-Q26
ISU-107-Q27,FORMAL,False,B,B,未列本輪取得的107年度釋疑PDF26–27；依同年答案採計，不宣稱沒有其他未取得公告,3,20,3,1,24,,questions/Q27.png,8eebe79ab7001656a81011f31b0969c0f286dc7f4824e78478105ba957d4381e,L0529,8.4 / Effects of Local Conditions on Enzyme Activity,L0539,8.5 / Allosteric Regulation of Enzymes,8.4 / Effects of Local Conditions on Enzyme Activity：competitive inhibitors段在Effects of Local Conditions on Enzyme Activity內，不能另造正文小標為目錄。,8.5 / Allosteric Regulation of Enzymes：選項A異位調控需和競爭性占據活性區的機制區分。,官方B。簡單可逆競爭抑制下提高受質濃度可增加受質占據活性區的機會；不能以受質增加修復已變性酵素或保證補足輔因子。異位調控與競爭抑制不同；此結論限題目一般可逆競爭模型，不外推不可逆抑制。,"157,158,159,160","206,207,208,209",Codex /root,ISU-107-R2-Q27
ISU-107-Q28,FORMAL,False,D,D,未列本輪取得的107年度釋疑PDF26–27；依同年答案採計，不宣稱沒有其他未取得公告,3,20,3,1,24,,questions/Q28.png,883d3df8693886e3cfaf2984052e960a0c33ffb7fd6305d0ea5b6cae2135912a,L0776,12.2 / Cytokinesis: A Closer Look,L0773,12.2 / The Mitotic Spindle: A Closer Look,12.2 / Cytokinesis: A Closer Look：完成核分裂但未胞質分裂的雙核結果，直接由動物分裂溝與植物細胞板比較決定。,12.2 / The Mitotic Spindle: A Closer Look：秋水仙素／Taxol與微管紡錘體作用是其他選項機制背景。,官方D，完成一次正常核分裂且未胞質分裂會留下雙核。植物以小泡融合形成細胞板，動物分裂溝主要由肌動蛋白／肌球蛋白作用；秋水仙素不是只影響植物。原B Taxol影響兩者胞質分裂不能一概判為在所有情況都錯：S07人體腫瘤細胞實驗有多核與胞質分裂受阻，作用依濃度及時間，故保留其條件性歧義，不宣稱Taxol絕不影響動物胞質分裂。官方釋疑未列Q28。,"113,114,115,116,240,241,242,248","162,163,164,165,289,290,291,297",Codex /root,ISU-107-R2-Q28
ISU-107-Q29,FORMAL,False,D,D,未列本輪取得的107年度釋疑PDF26–27；依同年答案採計，不宣稱沒有其他未取得公告,3,20,3,1,24,,questions/Q29.png,9b106ca3833149d97f90dff4a3683d47c75482b010e15f784f0977bca696dbd6,L0850,13.4 / Origins of Genetic Variation Among Offspring,"L0971,L0968",15.4 / Alterations of Chromosome Structure ; 15.4 / Abnormal Chromosome Number,13.4 / Origins of Genetic Variation Among Offspring：隨機受精與獨立分配造成後代差異，屬後代變異來源最小條目。,15.4 / Alterations of Chromosome Structure：缺失／非同源易位屬染色體結構變化；15.4 / Abnormal Chromosome Number：原(4)未清楚限定整條還是片段缺失，整條缺失的數目異常另存。,官方D（2、3、4、5）。原(1)確為姐妹分體而非非姐妹分體；典型姐妹分體近相同序列的等位交換不增加組合差異，非姐妹分體交換才是減數分裂常見重組來源。但不等姐妹交換可改變拷貝數，不能寫成任何姐妹交換絕不致變異。(4)文字未明確區分整條／片段缺失，兩個最小次目都保留。,"265,266,307,308","314,315,356,357",Codex /root,ISU-107-R2-Q29
ISU-107-Q30,FORMAL,False,B,B,未列本輪取得的107年度釋疑PDF26–27；依同年答案採計，不宣稱沒有其他未取得公告,3,20,3,1,24,,questions/Q30.png,0819147a1f6b96dd251335f65d9f1077f1335ff022485960c26561cb0fe646a8,L0961,15.3 / Mapping the Distance Between Genes Using Recombination Data: Scientific Inquiry,,,15.3 / Mapping the Distance Between Genes Using Recombination Data: Scientific Inquiry：重組頻率推估連鎖圖順序是Mapping小節的直接技能。,無另列最小次條目；重開原圖核數值並獨立計算21與20相差1；簡化模型雙交換0.5%可相容。a在中間故B，主連鎖製圖確認，不偽造精確等式。,官方B，cn–a–b；其反向b–a–cn表示相同相對順序。20%為最大間距，9%與12%兩段相加21%近似跨端20%；不寫成9+12=20。重組頻率不是精確物理距離，雙重交換可使遠端重組被低估；在簡化三點模型中(9+12−20)/2=0.5%為可一致的雙交換比例，不聲稱由三個頻率唯一重建全部實驗資料。,"305,306","354,355",Codex /root,ISU-107-R2-Q30
